"Name","API Name","Instance Memory","Compute Units (ECU)","vCPUs","GiB of Memory per vCPU","GPUs","GPU model","GPU memory","CUDA Compute Capability","FPGAs","ECU per vCPU","Physical Processor","Clock Speed(GHz)","Intel AVX","Intel AVX2","Intel AVX-512","Intel Turbo","Instance Storage","Instance Storage: already warmed-up","Instance Storage: SSD TRIM Support","Arch","Network Performance","EBS Optimized: Baseline Bandwidth","EBS Optimized: Baseline Throughput (128K)","EBS Optimized: Baseline IOPS (16K)","EBS Optimized: Max Bandwidth","EBS Optimized: Max Throughput (128K)","EBS Optimized: Max IOPS (16K)","EBS Exposed as NVMe","Max IPs","Max ENIs","Enhanced Networking","VPC Only","IPv6 Support","Placement Group Support","Linux Virtualization","On EMR","Availability Zones","On Demand","Linux Reserved cost","Linux Spot Minimum cost","Linux Spot Maximum cost","RHEL On Demand cost","RHEL Reserved cost","RHEL Spot Minimum cost","RHEL Spot Maximum cost","SLES On Demand cost","SLES Reserved cost","SLES Spot Minimum cost","SLES Spot Maximum cost","Windows On Demand cost","Windows Reserved cost","Windows Spot Minimum cost","Windows Spot Maximum cost","Dedicate Host On Demand","Dedicated Host Reserved","Windows SQL Web On Demand cost","Windows SQL Web Reserved cost","Windows SQL Std On Demand cost","Windows SQL Std Reserved cost","Windows SQL Ent On Demand cost","Windows SQL Ent Reserved cost","Linux SQL Web On Demand cost","Linux SQL Web Reserved cost","Linux SQL Std On Demand cost","Linux SQL Std Reserved cost","Linux SQL Ent On Demand cost","Linux SQL Ent Reserved cost","EBS Optimized surcharge","EMR cost","Generation"
"C6GN Eight Extra Large","c6gn.8xlarge","64.0 GiB","0 units","32 vCPUs","2.00 GiB/vCPU","0","None","0 GiB","0","0","0 units","AWS Graviton2 Processor","2.5 GHz","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","50 Gigabit","19000.0 Mbps","2375.0 MB/s","80000.0 IOPS","19000.0 Mbps","2375.0 MB/s","80000.0 IOPS","Yes","240","8","Yes","Yes","Yes","Yes","Unknown","Yes","use1-az1, use1-az2, use1-az4, use1-az5, use1-az6","$1.3824 hourly","$0.8725 hourly","$0.7896 hourly","$1.0554 hourly","$1.5124 hourly","$1.0025 hourly","$0.9196 hourly","$1.1854 hourly","$1.5074 hourly","$0.9325 hourly","$0.9146 hourly","$1.1804 hourly","unavailable","unavailable","unavailable","unavailable","$3.0410 hourly","$1.9200 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","$0.3456 hourly","current"
"M6A Eight Extra Large","m6a.8xlarge","128.0 GiB","0 units","32 vCPUs","4.00 GiB/vCPU","0","None","0 GiB","0","0","0 units","AMD EPYC 7R13 Processor","2.95 GHz","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","12.5 Gigabit","10000.0 Mbps","1250.0 MB/s","40000.0 IOPS","10000.0 Mbps","1250.0 MB/s","40000.0 IOPS","Yes","240","8","Yes","Yes","Yes","Yes","Unknown","Yes","use1-az1, use1-az2, use1-az4, use1-az5, use1-az6","$1.3824 hourly","$0.9145 hourly","$0.6410 hourly","$0.8784 hourly","$1.5124 hourly","$1.0445 hourly","$0.7710 hourly","$1.0084 hourly","$1.5074 hourly","$0.9745 hourly","$0.7660 hourly","$1.0034 hourly","$2.8544 hourly","$2.3865 hourly","$2.2514 hourly","$2.4962 hourly","$9.1240 hourly","$6.0350 hourly","$3.3952 hourly","$2.9273 hourly","$6.6944 hourly","$6.2265 hourly","$14.8544 hourly","$14.3865 hourly","$1.9232 hourly","$1.4553 hourly","$5.2224 hourly","$4.7545 hourly","$13.3824 hourly","$12.9145 hourly","0","$0.3456 hourly","current"
"R6IN Quadruple Extra Large","r6in.4xlarge","128.0 GiB","0 units","16 vCPUs","8.00 GiB/vCPU","0","None","0 GiB","0","0","0 units","Intel Xeon 8375C (Ice Lake)","3.5 GHz","Yes","Yes","Yes","Yes","EBS only","N/A","N/A","64-bit","Up to 50 Gigabit","10000.0 Mbps","1250.0 MB/s","43750.0 IOPS","20000.0 Mbps","2500.0 MB/s","87500.0 IOPS","Yes","240","8","Yes","Yes","Yes","Yes","Unknown","Yes","use1-az2, use1-az4, use1-az5, use1-az6","$1.3946 hourly","$0.8786 hourly","$0.5260 hourly","$0.6432 hourly","$1.5596 hourly","$1.0406 hourly","$0.6560 hourly","$0.7732 hourly","$1.5196 hourly","$0.9385 hourly","$0.6510 hourly","$0.7682 hourly","$2.1306 hourly","$1.6146 hourly","$1.2393 hourly","$1.2441 hourly","$12.2730 hourly","$7.7320 hourly","$2.4010 hourly","$1.8850 hourly","$4.0506 hourly","$3.5346 hourly","$8.1306 hourly","$7.6146 hourly","$1.6650 hourly","$1.1490 hourly","$3.3146 hourly","$2.7986 hourly","$7.3946 hourly","$6.8786 hourly","0","$0.3487 hourly","current"
"C7I Eight Extra Large","c7i.8xlarge","64.0 GiB","0 units","32 vCPUs","2.00 GiB/vCPU","0","None","0 GiB","0","0","0 units","Intel Xeon Scalable (Sapphire Rapids)","3.2 GHz","Yes","Yes","Yes","Yes","EBS only","N/A","N/A","64-bit","12.5 Gigabit","10000.0 Mbps","1250.0 MB/s","40000.0 IOPS","10000.0 Mbps","1250.0 MB/s","40000.0 IOPS","Yes","240","8","Yes","Yes","Yes","Yes","Unknown","No","use1-az2, use1-az4, use1-az5, use1-az6","$1.4280 hourly","$0.9446 hourly","$0.8030 hourly","$1.0118 hourly","$1.5580 hourly","$1.0746 hourly","$0.9330 hourly","$1.1418 hourly","$1.5530 hourly","$1.0045 hourly","$0.9280 hourly","$1.1368 hourly","$2.9000 hourly","$2.4166 hourly","$2.2713 hourly","$2.4778 hourly","$9.4250 hourly","$6.2350 hourly","$3.4408 hourly","$2.9574 hourly","$6.7400 hourly","$6.2566 hourly","$14.9000 hourly","$14.4166 hourly","$1.9688 hourly","$1.4854 hourly","$5.2680 hourly","$4.7846 hourly","$13.4280 hourly","$12.9446 hourly","0","unavailable","current"
"M6GD Eight Extra Large","m6gd.8xlarge","128.0 GiB","0 units","32 vCPUs","4.00 GiB/vCPU","0","None","0 GiB","0","0","0 units","AWS Graviton2 Processor","2.5 GHz","unknown","unknown","unknown","unknown","1900 GB                 NVMe SSD","Yes","No","64-bit","12 Gigabit","9500.0 Mbps","1187.5 MB/s","40000.0 IOPS","9500.0 Mbps","1187.5 MB/s","40000.0 IOPS","Yes","240","8","Yes","Yes","Yes","Yes","Unknown","Yes","use1-az1, use1-az2, use1-az4, use1-az5, use1-az6","$1.4464 hourly","$0.9112 hourly","$0.8061 hourly","$0.9964 hourly","$1.5764 hourly","$1.0412 hourly","$0.9361 hourly","$1.1264 hourly","$1.5714 hourly","$0.9712 hourly","$0.9311 hourly","$1.1214 hourly","unavailable","unavailable","unavailable","unavailable","$3.1820 hourly","$2.0050 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","$0.3616 hourly","current"
"C7GD Eight Extra Large","c7gd.8xlarge","64.0 GiB","0 units","32 vCPUs","2.00 GiB/vCPU","0","None","0 GiB","0","0","0 units","AWS Graviton3 Processor","2.5 GHz","unknown","unknown","unknown","unknown","1900 GB                 NVMe SSD","Yes","No","64-bit","15 Gigabit","10000.0 Mbps","1250.0 MB/s","40000.0 IOPS","10000.0 Mbps","1250.0 MB/s","40000.0 IOPS","Yes","240","8","Yes","Yes","Yes","Yes","Unknown","Yes","use1-az2, use1-az4, use1-az5, use1-az6","$1.4515 hourly","$0.9148 hourly","$0.7987 hourly","$1.0063 hourly","$1.5815 hourly","$1.0448 hourly","$0.9287 hourly","$1.1363 hourly","$1.5765 hourly","$0.9747 hourly","$0.9237 hourly","$1.1313 hourly","unavailable","unavailable","unavailable","unavailable","$9.5800 hourly","$6.0370 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","$0.3629 hourly","current"
"IM4GN Quadruple Extra Large","im4gn.4xlarge","64.0 GiB","0 units","16 vCPUs","4.00 GiB/vCPU","0","None","0 GiB","0","0","0 units","AWS Graviton2 Processor","2.5 GHz","unknown","unknown","unknown","unknown","7500 GB                 NVMe SSD","Yes","No","64-bit","25 Gigabit","10000.0 Mbps","1250.0 MB/s","40000.0 IOPS","10000.0 Mbps","1250.0 MB/s","40000.0 IOPS","Yes","240","8","Yes","Yes","Yes","Yes","Unknown","Yes","use1-az2, use1-az4, use1-az6","$1.4552 hourly","$0.9332 hourly","$0.5347 hourly","$0.6328 hourly","$1.5852 hourly","$1.0632 hourly","$0.6647 hourly","$0.7628 hourly","$1.5802 hourly","$0.9932 hourly","$0.6597 hourly","$0.7578 hourly","unavailable","unavailable","unavailable","unavailable","$6.4030 hourly","$4.1060 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","$0.3638 hourly","current"
"R7IZ Quadruple Extra Large","r7iz.4xlarge","128.0 GiB","0 units","16 vCPUs","8.00 GiB/vCPU","0","None","0 GiB","0","0","0 units","Intel Xeon Scalable (Sapphire Rapids)","3900 MHz","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","Up to 12.5 Gigabit","5000.0 Mbps","625.0 MB/s","20000.0 IOPS","10000.0 Mbps","1250.0 MB/s","40000.0 IOPS","Yes","240","8","Yes","Yes","Yes","Yes","Unknown","No","use1-az2, use1-az4, use1-az5, use1-az6","$1.4880 hourly","$0.9374 hourly","$0.5078 hourly","$0.7443 hourly","$1.6530 hourly","$1.0994 hourly","$0.6378 hourly","$0.8743 hourly","$1.6130 hourly","$0.9973 hourly","$0.6328 hourly","$0.8693 hourly","$2.2240 hourly","$1.6734 hourly","$1.1391 hourly","$1.2007 hourly","$13.0940 hourly","$8.2490 hourly","$2.4944 hourly","$1.9438 hourly","$4.1440 hourly","$3.5934 hourly","$8.2240 hourly","$7.6734 hourly","$1.7584 hourly","$1.2078 hourly","$3.4080 hourly","$2.8574 hourly","$7.4880 hourly","$6.9374 hourly","0","unavailable","current"
"C5 High-CPU 9xlarge","c5.9xlarge","72.0 GiB","139 units","36 vCPUs","2.00 GiB/vCPU","0","None","0 GiB","0","0","3.861 units","Intel Xeon Platinum 8124M","3 GHz","Yes","Yes","Yes","Yes","EBS only","N/A","N/A","64-bit","12 Gigabit","9500.0 Mbps","1187.5 MB/s","40000.0 IOPS","9500.0 Mbps","1187.5 MB/s","40000.0 IOPS","Yes","240","8","Yes","Yes","Yes","Yes","HVM","Yes","use1-az1, use1-az2, use1-az4, use1-az5, use1-az6","$1.5300 hourly","$0.9640 hourly","$0.5882 hourly","$0.8156 hourly","$1.6950 hourly","$1.1260 hourly","$0.7182 hourly","$0.9456 hourly","$1.6300 hourly","$0.9970 hourly","$0.6882 hourly","$0.9156 hourly","$3.1860 hourly","$2.6200 hourly","$2.2770 hourly","$2.4244 hourly","$3.3660 hourly","$2.1210 hourly","$3.7940 hourly","$3.2280 hourly","$7.5060 hourly","$6.9400 hourly","$16.6860 hourly","$16.1200 hourly","$2.1380 hourly","$1.5720 hourly","$5.8500 hourly","$5.2840 hourly","$15.0300 hourly","$14.4640 hourly","$0.0000 hourly","$0.2700 hourly","current"
"M7I-FLEX Eight Extra Large","m7i-flex.8xlarge","128.0 GiB","0 units","32 vCPUs","4.00 GiB/vCPU","0","None","0 GiB","0","0","0 units","Intel Xeon Scalable (Sapphire Rapids)","3.5 GHz","Yes","Yes","Yes","Yes","EBS only","N/A","N/A","64-bit","Up to 12.5 Gigabit","5000.0 Mbps","625.0 MB/s","20000.0 IOPS","10000.0 Mbps","1250.0 MB/s","40000.0 IOPS","Yes","240","8","Yes","Yes","Yes","Yes","Unknown","No","use1-az2, use1-az4, use1-az5, use1-az6","$1.5322 hourly","$1.0135 hourly","$0.8132 hourly","$0.9945 hourly","$1.6622 hourly","$1.1435 hourly","$0.9432 hourly","$1.1245 hourly","$1.6572 hourly","$1.0734 hourly","$0.9382 hourly","$1.1195 hourly","$2.9306 hourly","$2.4119 hourly","$2.1913 hourly","$2.2204 hourly","unavailable","unavailable","$3.4714 hourly","$2.9527 hourly","$6.7706 hourly","$6.2519 hourly","$14.9306 hourly","$14.4119 hourly","$2.0730 hourly","$1.5543 hourly","$5.3722 hourly","$4.8535 hourly","$13.5322 hourly","$13.0135 hourly","0","unavailable","current"
"M6I Eight Extra Large","m6i.8xlarge","128.0 GiB","0 units","32 vCPUs","4.00 GiB/vCPU","0","None","0 GiB","0","0","0 units","Intel Xeon 8375C (Ice Lake)","3.5 GHz","Yes","Yes","Yes","Yes","EBS only","N/A","N/A","64-bit","12.5 Gigabit","10000.0 Mbps","1250.0 MB/s","40000.0 IOPS","10000.0 Mbps","1250.0 MB/s","40000.0 IOPS","Yes","240","8","Yes","Yes","Yes","Yes","Unknown","Yes","use1-az1, use1-az2, use1-az4, use1-az5, use1-az6","$1.5360 hourly","$1.0161 hourly","$0.6814 hourly","$1.0635 hourly","$1.6660 hourly","$1.1461 hourly","$0.8114 hourly","$1.1935 hourly","$1.6610 hourly","$1.0761 hourly","$0.8064 hourly","$1.1885 hourly","$3.0080 hourly","$2.4881 hourly","$2.2198 hourly","$2.5399 hourly","$6.7580 hourly","$4.4710 hourly","$3.5488 hourly","$3.0289 hourly","$6.8480 hourly","$6.3281 hourly","$15.0080 hourly","$14.4881 hourly","$2.0768 hourly","$1.5569 hourly","$5.3760 hourly","$4.8561 hourly","$13.5360 hourly","$13.0161 hourly","0","$0.3840 hourly","current"
"M5 General Purpose Eight Extra Large","m5.8xlarge","128.0 GiB","128 units","32 vCPUs","4.00 GiB/vCPU","0","None","0 GiB","0","0","4 units","Intel Xeon Platinum 8175","3.1 GHz","Yes","Yes","Yes","Yes","EBS only","N/A","N/A","64-bit","10 Gigabit","6800.0 Mbps","850.0 MB/s","30000.0 IOPS","6800.0 Mbps","850.0 MB/s","30000.0 IOPS","Yes","240","8","Yes","Yes","Yes","Yes","HVM","Yes","use1-az1, use1-az2, use1-az4, use1-az5, use1-az6","$1.5360 hourly","$0.9680 hourly","$0.6841 hourly","$0.8309 hourly","$1.6660 hourly","$1.0980 hourly","$0.8141 hourly","$0.9609 hourly","$1.6360 hourly","$1.0010 hourly","$0.7841 hourly","$0.9309 hourly","$3.0080 hourly","$2.4400 hourly","$2.1708 hourly","$2.4347 hourly","$5.0690 hourly","$3.1930 hourly","$3.5490 hourly","$2.9800 hourly","$6.8480 hourly","$6.2800 hourly","$15.0080 hourly","$14.4400 hourly","$2.0770 hourly","$1.5080 hourly","$5.3760 hourly","$4.8080 hourly","$13.5360 hourly","$12.9680 hourly","0","$0.2700 hourly","current"
"R6IDN Quadruple Extra Large","r6idn.4xlarge","128.0 GiB","0 units","16 vCPUs","8.00 GiB/vCPU","0","None","0 GiB","0","0","0 units","Intel Xeon 8375C (Ice Lake)","3.5 GHz","Yes","Yes","Yes","Yes","950 GB                 NVMe SSD","Yes","No","64-bit","Up to 50 Gigabit","10000.0 Mbps","1250.0 MB/s","43750.0 IOPS","20000.0 Mbps","2500.0 MB/s","87500.0 IOPS","Yes","240","8","Yes","Yes","Yes","Yes","Unknown","Yes","use1-az2, use1-az4, use1-az5, use1-az6","$1.5631 hourly","$0.9848 hourly","$0.5238 hourly","$0.7113 hourly","$1.7281 hourly","$1.1468 hourly","$0.6538 hourly","$0.8413 hourly","$1.6881 hourly","$1.0447 hourly","$0.6488 hourly","$0.8363 hourly","$2.2991 hourly","$1.7208 hourly","$1.1514 hourly","$1.2441 hourly","$13.7550 hourly","$8.6660 hourly","$2.5695 hourly","$1.9912 hourly","$4.2191 hourly","$3.6408 hourly","$8.2991 hourly","$7.7208 hourly","$1.8335 hourly","$1.2552 hourly","$3.4831 hourly","$2.9048 hourly","$7.5631 hourly","$6.9848 hourly","0","$0.3908 hourly","current"
"C4 High-CPU Eight Extra Large","c4.8xlarge","60.0 GiB","132 units","36 vCPUs","1.67 GiB/vCPU","0","None","0 GiB","0","0","3.667 units","Intel Xeon E5-2666 v3 (Haswell)","2.9 GHz","Yes","Yes","unknown","Yes","EBS only","N/A","N/A","64-bit","10 Gigabit","4000.0 Mbps","500.0 MB/s","32000.0 IOPS","4000.0 Mbps","500.0 MB/s","32000.0 IOPS","No","240","8","Yes","Yes","Yes","Yes","HVM","Yes","use1-az1, use1-az2, use1-az3, use1-az4, use1-az5, use1-az6","$1.5910 hourly","$1.0080 hourly","$0.6111 hourly","$0.9803 hourly","$1.7650 hourly","$1.1700 hourly","$0.7411 hourly","$1.1103 hourly","$1.6910 hourly","$1.0410 hourly","$0.7111 hourly","$1.0803 hourly","$3.0910 hourly","$2.6640 hourly","$2.1425 hourly","$2.5057 hourly","$1.7500 hourly","$1.1090 hourly","$3.8810 hourly","$3.1540 hourly","$12.4850 hourly","$8.4070 hourly","$16.7470 hourly","$16.1640 hourly","$2.2080 hourly","$1.6160 hourly","$5.9200 hourly","$5.3280 hourly","$15.1000 hourly","$14.5080 hourly","$0.0000 hourly","$0.2700 hourly","current"
"C6ID Eight Extra Large","c6id.8xlarge","64.0 GiB","0 units","32 vCPUs","2.00 GiB/vCPU","0","None","0 GiB","0","0","0 units","Intel Xeon 8375C (Ice Lake)","3.5 GHz","Yes","Yes","Yes","Yes","1900 GB                 NVMe SSD","Yes","No","64-bit","12.5 Gigabit","10000.0 Mbps","1250.0 MB/s","40000.0 IOPS","10000.0 Mbps","1250.0 MB/s","40000.0 IOPS","Yes","240","8","Yes","Yes","Yes","Yes","Unknown","Yes","use1-az1, use1-az2, use1-az4, use1-az5, use1-az6","$1.6128 hourly","$1.0164 hourly","$0.7607 hourly","$1.0113 hourly","$1.7428 hourly","$1.1464 hourly","$0.8907 hourly","$1.1413 hourly","$1.7378 hourly","$1.0764 hourly","$0.8857 hourly","$1.1363 hourly","$3.0848 hourly","$2.4884 hourly","$2.2678 hourly","$2.4937 hourly","$7.0960 hourly","$4.4720 hourly","$3.6256 hourly","$3.0292 hourly","$6.9248 hourly","$6.3284 hourly","$15.0848 hourly","$14.4884 hourly","$2.1536 hourly","$1.5572 hourly","$5.4528 hourly","$4.8564 hourly","$13.6128 hourly","$13.0164 hourly","0","$0.4032 hourly","current"
"M7I Eight Extra Large","m7i.8xlarge","128.0 GiB","0 units","32 vCPUs","4.00 GiB/vCPU","0","None","0 GiB","0","0","0 units","Intel Xeon Scalable (Sapphire Rapids)","3.2 GHz","Yes","Yes","Yes","Yes","EBS only","N/A","N/A","64-bit","12.5 Gigabit","10000.0 Mbps","1250.0 MB/s","40000.0 IOPS","10000.0 Mbps","1250.0 MB/s","40000.0 IOPS","Yes","240","8","Yes","Yes","Yes","Yes","Unknown","No","use1-az2, use1-az4, use1-az5, use1-az6","$1.6128 hourly","$1.0669 hourly","$0.7809 hourly","$1.0134 hourly","$1.7428 hourly","$1.1969 hourly","$0.9109 hourly","$1.1434 hourly","$1.7378 hourly","$1.1268 hourly","$0.9059 hourly","$1.1384 hourly","$3.0848 hourly","$2.5389 hourly","$2.2558 hourly","$2.4797 hourly","$10.6440 hourly","$7.0410 hourly","$3.6256 hourly","$3.0797 hourly","$6.9248 hourly","$6.3789 hourly","$15.0848 hourly","$14.5389 hourly","$2.1536 hourly","$1.6077 hourly","$5.4528 hourly","$4.9069 hourly","$13.6128 hourly","$13.0669 hourly","0","unavailable","current"
"R6G Eight Extra Large","r6g.8xlarge","256.0 GiB","0 units","32 vCPUs","8.00 GiB/vCPU","0","None","0 GiB","0","0","0 units","AWS Graviton2 Processor","2.5 GHz","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","12 Gigabit","9500.0 Mbps","1187.5 MB/s","40000.0 IOPS","9500.0 Mbps","1187.5 MB/s","40000.0 IOPS","Yes","240","8","Yes","Yes","Yes","Yes","Unknown","Yes","use1-az1, use1-az2, use1-az4, use1-az5, use1-az6","$1.6128 hourly","$1.0161 hourly","$0.5023 hourly","$0.8384 hourly","$1.7778 hourly","$1.1781 hourly","$0.6323 hourly","$0.9684 hourly","$1.7378 hourly","$1.0761 hourly","$0.6273 hourly","$0.9634 hourly","unavailable","unavailable","unavailable","unavailable","$3.5480 hourly","$2.2350 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","$0.4032 hourly","current"
"G5 Graphics and Machine Learning GPU Quadruple Extra Large","g5.4xlarge","64.0 GiB","0 units","16 vCPUs","4.00 GiB/vCPU","1","NVIDIA A10G","24 GiB","7.5","0","0 units","AMD EPYC 7R32","2.8 GHz","unknown","unknown","unknown","unknown","600 GB                 NVMe SSD","Yes","No","64-bit","Up to 25 Gigabit","4750.0 Mbps","593.75 MB/s","20000.0 IOPS","4750.0 Mbps","593.75 MB/s","20000.0 IOPS","Yes","240","8","Yes","Yes","Yes","Yes","Unknown","Yes","use1-az1, use1-az2, use1-az4, use1-az5, use1-az6","$1.6240 hourly","$1.0231 hourly","$0.6764 hourly","$0.7556 hourly","$1.7540 hourly","$1.1531 hourly","$0.8064 hourly","$0.8856 hourly","$1.7490 hourly","$1.0831 hourly","$0.8014 hourly","$0.8806 hourly","$2.3600 hourly","$1.7591 hourly","$1.2178 hourly","$1.3803 hourly","$17.9170 hourly","$11.2880 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","$0.4060 hourly","current"
"C6G 12xlarge","c6g.12xlarge","96.0 GiB","0 units","48 vCPUs","2.00 GiB/vCPU","0","None","0 GiB","0","0","0 units","AWS Graviton2 Processor","2.5 GHz","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","20 Gigabit","14250.0 Mbps","1781.25 MB/s","50000.0 IOPS","14250.0 Mbps","1781.25 MB/s","50000.0 IOPS","Yes","240","8","Yes","Yes","Yes","Yes","Unknown","Yes","use1-az1, use1-az2, use1-az4, use1-az5, use1-az6","$1.6320 hourly","$1.0282 hourly","$1.1343 hourly","$1.5332 hourly","$1.7620 hourly","$1.1582 hourly","$1.2643 hourly","$1.6632 hourly","$1.7570 hourly","$1.0882 hourly","$1.2593 hourly","$1.6582 hourly","unavailable","unavailable","unavailable","unavailable","$2.3940 hourly","$1.5080 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","$0.4080 hourly","current"
"C7A Eight Extra Large","c7a.8xlarge","64.0 GiB","0 units","32 vCPUs","2.00 GiB/vCPU","0","None","0 GiB","0","0","0 units","AMD EPYC 9R14 Processor","3.7 GHz","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","12.5 Gigabit","10000.0 Mbps","1250.0 MB/s","40000.0 IOPS","10000.0 Mbps","1250.0 MB/s","40000.0 IOPS","Yes","240","8","Yes","Yes","Yes","Yes","Unknown","No","use1-az2, use1-az4, use1-az5, use1-az6","$1.6422 hourly","$1.0863 hourly","$0.1892 hourly","$0.1954 hourly","$1.7722 hourly","$1.2163 hourly","$0.3192 hourly","$0.3254 hourly","$1.7672 hourly","$1.1462 hourly","$0.3142 hourly","$0.3204 hourly","$3.1142 hourly","$2.5583 hourly","$1.6362 hourly","$1.6443 hourly","$10.8390 hourly","$7.1700 hourly","$3.6550 hourly","$3.0991 hourly","$6.9542 hourly","$6.3983 hourly","$15.1142 hourly","$14.5583 hourly","$2.1830 hourly","$1.6271 hourly","$5.4822 hourly","$4.9263 hourly","$13.6422 hourly","$13.0863 hourly","0","unavailable","current"
"M5AD Eight Extra Large","m5ad.8xlarge","128.0 GiB","0 units","32 vCPUs","4.00 GiB/vCPU","0","None","0 GiB","0","0","0 units","AMD EPYC 7571","2.5 GHz","unknown","unknown","unknown","unknown","1200 GB                 (2 * 600 GB NVMe SSD)","Yes","No","64-bit","Up to 10 Gigabit","4750.0 Mbps","593.75 MB/s","20000.0 IOPS","4750.0 Mbps","593.75 MB/s","20000.0 IOPS","Yes","240","8","Yes","Yes","Yes","Yes","Unknown","Yes","use1-az1, use1-az2, use1-az4, use1-az5, use1-az6","$1.6480 hourly","$1.0380 hourly","$0.7803 hourly","$1.0466 hourly","$1.7780 hourly","$1.1680 hourly","$0.9103 hourly","$1.1766 hourly","$1.7730 hourly","$1.0980 hourly","$0.9053 hourly","$1.1716 hourly","$3.1200 hourly","$2.5100 hourly","$2.2665 hourly","$2.4803 hourly","unavailable","unavailable","$3.6610 hourly","$3.0510 hourly","$6.9600 hourly","$6.3500 hourly","$15.1200 hourly","$14.5100 hourly","$2.1890 hourly","$1.5790 hourly","$5.4880 hourly","$4.8780 hourly","$13.6480 hourly","$13.0380 hourly","0","$0.2700 hourly","current"
"F1 Double Extra Large","f1.2xlarge","122.0 GiB","31 units","8 vCPUs","15.25 GiB/vCPU","0","None","0 GiB","0","1","3.875 units","Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","Yes","Yes","unknown","Yes","470 GB                 NVMe SSD","Yes","No","64-bit","Up to 10 Gigabit","1700.0 Mbps","212.5 MB/s","12000.0 IOPS","1700.0 Mbps","212.5 MB/s","12000.0 IOPS","No","60","4","Yes","Yes","Yes","Yes","HVM","No","use1-az1, use1-az2, use1-az3, use1-az4, use1-az6","$1.6500 hourly","$1.1160 hourly","$0.4242 hourly","$0.5460 hourly","$1.8150 hourly","$1.2776 hourly","$0.5542 hourly","$0.6760 hourly","$1.7500 hourly","$1.1490 hourly","$0.5242 hourly","$0.6460 hourly","unavailable","unavailable","unavailable","unavailable","$13.2000 hourly","$9.8180 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","unavailable","current"
"X2IEDN Double Extra Large","x2iedn.2xlarge","256.0 GiB","0 units","8 vCPUs","32.00 GiB/vCPU","0","None","0 GiB","0","0","0 units","Intel Xeon Scalable (Icelake)","3.5 GHz","Yes","Yes","Yes","Yes","237 GB                 NVMe SSD","Yes","No","64-bit","Up to 25 Gigabit","5000.0 Mbps","625.0 MB/s","16250.0 IOPS","20000.0 Mbps","2500.0 MB/s","65000.0 IOPS","Yes","60","4","Yes","Yes","Yes","Yes","Unknown","Yes","use1-az1, use1-az2, use1-az4, use1-az5, use1-az6","$1.6672 hourly","$1.0259 hourly","$0.4953 hourly","$0.6476 hourly","$1.7973 hourly","$1.1559 hourly","$0.6253 hourly","$0.7776 hourly","$1.7922 hourly","$1.0859 hourly","$0.6203 hourly","$0.7726 hourly","$2.0353 hourly","$1.3939 hourly","$0.7700 hourly","$0.8074 hourly","$29.3440 hourly","$18.0550 hourly","$2.1705 hourly","$1.5291 hourly","$2.9952 hourly","$2.3539 hourly","$5.0352 hourly","$4.3939 hourly","$1.8025 hourly","$1.1611 hourly","$2.6273 hourly","$1.9859 hourly","$4.6673 hourly","$4.0259 hourly","0","$0.4168 hourly","current"
