name,release_date,manufacturer,code_name,model_range,frequency,tdp,cores,total_die_size,total_die_size_source,source,process_size,die_size,io_die_size,io_process_size,transistors,foundry
AMD Ryzen 9 5900X,"Nov 5th, 2020",AMD,Vermeer,Ryzen 9,3.7 GHz,105.0,12.0,205.0,io_die_size (124 mm²) + die_size (81 mm²),https://www.techpowerup.com/cpu-specs/ryzen-9-5900x.c2363,7.0,81 mm²,124 mm²,12 nm,"4,150 million",TSMC
AMD Ryzen 9 5950X,"Nov 5th, 2020",AMD,Vermeer,Ryzen 9,3.4 GHz,105.0,16.0,205.0,io_die_size (124 mm²) + die_size (81 mm²),https://www.techpowerup.com/cpu-specs/ryzen-9-5950x.c2364,7.0,81 mm²,124 mm²,12 nm,"4,150 million",TSMC
AMD Ryzen 9 5980HS,"Jan 12th, 2021",AMD,Cezanne,Ryzen 9,3 GHz,35.0,8.0,180.0,io_die_size () + die_size (180 mm²),https://www.techpowerup.com/cpu-specs/ryzen-9-5980hs.c2370,7.0,180 mm²,,,"10,700 million",TSMC
AMD Ryzen 9 6900HS,Jan 2022,AMD,Rembrandt,Ryzen 9,3.3 GHz,35.0,8.0,208.0,io_die_size () + die_size (208 mm²),https://www.techpowerup.com/cpu-specs/ryzen-9-6900hs.c2528,6.0,208 mm²,,,,TSMC
AMD Ryzen 9 6900HX,Jan 2022,AMD,Rembrandt,Ryzen 9,3.3 GHz,45.0,8.0,208.0,io_die_size () + die_size (208 mm²),https://www.techpowerup.com/cpu-specs/ryzen-9-6900hx.c2529,6.0,208 mm²,,,,TSMC
AMD Ryzen 9 6980HS,Jan 2022,AMD,Rembrandt,Ryzen 9,3.3 GHz,45.0,8.0,208.0,io_die_size () + die_size (208 mm²),https://www.techpowerup.com/cpu-specs/ryzen-9-6980hs.c2530,6.0,208 mm²,,,,TSMC
AMD Ryzen 9 6980HX,Jan 2022,AMD,Rembrandt,Ryzen 9,3.3 GHz,45.0,8.0,208.0,io_die_size () + die_size (208 mm²),https://www.techpowerup.com/cpu-specs/ryzen-9-6980hx.c2531,6.0,208 mm²,,,,TSMC
AMD Ryzen 9 7845HX,"Jan 4th, 2023",AMD,Dragon Range,Ryzen 9,3 GHz,55.0,12.0,264.0,io_die_size (122 mm²) + die_size (2x 71 mm²),https://www.techpowerup.com/cpu-specs/ryzen-9-7845hx.c3026,5.0,2x 71 mm²,122 mm²,6 nm,"13,140 million",TSMC
AMD Ryzen 9 7900,"Jan 14th, 2023",AMD,Raphael,Ryzen 9,3.7 GHz,65.0,12.0,264.0,io_die_size (122 mm²) + die_size (2x 71 mm²),https://www.techpowerup.com/cpu-specs/ryzen-9-7900.c2961,5.0,2x 71 mm²,122 mm²,6 nm,"13,140 million",TSMC
AMD Ryzen 9 7900X,"Sep 27th, 2022",AMD,Raphael,Ryzen 9,4.7 GHz,170.0,12.0,264.0,io_die_size (122 mm²) + die_size (2x 71 mm²),https://www.techpowerup.com/cpu-specs/ryzen-9-7900x.c2847,5.0,2x 71 mm²,122 mm²,6 nm,"13,140 million",TSMC
AMD Ryzen 9 7900X3D,"Jan 4th, 2023",AMD,Raphael,Ryzen 9,4.4 GHz,120.0,12.0,264.0,io_die_size (122 mm²) + die_size (2x 71 mm²),https://www.techpowerup.com/cpu-specs/ryzen-9-7900x3d.c3023,5.0,2x 71 mm²,122 mm²,6 nm,"13,140 million",TSMC
AMD Ryzen 9 7940HS,Jan 2023,AMD,Phoenix,Ryzen 9,4 GHz,35.0,8.0,178.0,io_die_size () + die_size (178 mm²),https://www.techpowerup.com/cpu-specs/ryzen-9-7940hs.c3020,4.0,178 mm²,,,"25,000 million",TSMC
AMD Ryzen 9 7945HX,"Jan 4th, 2023",AMD,Dragon Range,Ryzen 9,2.5 GHz,55.0,16.0,264.0,io_die_size (122 mm²) + die_size (2x 71 mm²),https://www.techpowerup.com/cpu-specs/ryzen-9-7945hx.c3027,5.0,2x 71 mm²,122 mm²,6 nm,"13,140 million",TSMC
AMD Ryzen 9 7950X,"Sep 27th, 2022",AMD,Raphael,Ryzen 9,4.5 GHz,170.0,16.0,264.0,io_die_size (124.7 mm²) + die_size (2x 70 mm²),https://www.techpowerup.com/cpu-specs/ryzen-9-7950x.c2846,5.0,2x 70 mm²,124.7 mm²,6 nm,"13,140 million",TSMC
AMD Ryzen 9 7950X3D,"Jan 4th, 2023",AMD,Raphael,Ryzen 9,4.2 GHz,120.0,16.0,264.0,io_die_size (122 mm²) + die_size (2x 71 mm²),https://www.techpowerup.com/cpu-specs/ryzen-9-7950x3d.c3024,5.0,2x 71 mm²,122 mm²,6 nm,"13,140 million",TSMC
AMD Ryzen 9 PRO 6950H,"Apr 19th, 2022",AMD,Rembrandt,Ryzen 9 PRO,3.3 GHz,45.0,8.0,208.0,io_die_size () + die_size (208 mm²),https://www.techpowerup.com/cpu-specs/ryzen-9-pro-6950h.c2765,6.0,208 mm²,,,,TSMC
AMD Ryzen 9 PRO 6950HS,"Apr 19th, 2022",AMD,Rembrandt,Ryzen 9 PRO,3.3 GHz,35.0,8.0,208.0,io_die_size () + die_size (208 mm²),https://www.techpowerup.com/cpu-specs/ryzen-9-pro-6950hs.c2764,6.0,208 mm²,,,,TSMC
AMD Ryzen Embedded R1102G,"Feb 25th, 2020",AMD,Banded Kestrel,Ryzen Embedded R,1200 MHz,6.0,2.0,1672.0,io_die_size () + die_size (209.8 mm²),https://www.techpowerup.com/cpu-specs/ryzen-embedded-r1102g.c2841,14.0,209.8 mm²,,,"4,950 million",GlobalFoundries
AMD Ryzen Embedded R1305G,"Feb 25th, 2020",AMD,Banded Kestrel,Ryzen Embedded R,1500 MHz,10.0,2.0,1672.0,io_die_size () + die_size (209.8 mm²),https://www.techpowerup.com/cpu-specs/ryzen-embedded-r1305g.c2842,14.0,209.8 mm²,,,"4,950 million",GlobalFoundries
AMD Ryzen Embedded R1505G,"Feb 25th, 2020",AMD,Banded Kestrel,Ryzen Embedded R,2.4 GHz,25.0,2.0,1672.0,io_die_size () + die_size (209.8 mm²),https://www.techpowerup.com/cpu-specs/ryzen-embedded-r1505g.c2843,14.0,209.8 mm²,,,"4,950 million",GlobalFoundries
AMD Ryzen Embedded R1600,"Feb 25th, 2020",AMD,Banded Kestrel,Ryzen Embedded R,2.6 GHz,25.0,2.0,1672.0,io_die_size () + die_size (209.8 mm²),https://www.techpowerup.com/cpu-specs/ryzen-embedded-r1600.c2845,14.0,209.8 mm²,,,"4,950 million",GlobalFoundries
AMD Ryzen Embedded R1606G,"Feb 25th, 2020",AMD,Banded Kestrel,Ryzen Embedded R,2.6 GHz,25.0,2.0,1672.0,io_die_size () + die_size (209.8 mm²),https://www.techpowerup.com/cpu-specs/ryzen-embedded-r1606g.c2844,14.0,209.8 mm²,,,"4,950 million",GlobalFoundries
AMD Ryzen Embedded V1202B,"Feb 21st, 2018",AMD,Great Horned Owl,Ryzen Embedded V,2.3 GHz,15.0,2.0,210.0,io_die_size () + die_size (210 mm²),https://www.techpowerup.com/cpu-specs/ryzen-embedded-v1202b.c2066,14.0,210 mm²,,,"4,950 million",GlobalFoundries
AMD Ryzen Embedded V1605B,"Feb 21st, 2018",AMD,Great Horned Owl,Ryzen Embedded V,2000 MHz,15.0,4.0,210.0,io_die_size () + die_size (210 mm²),https://www.techpowerup.com/cpu-specs/ryzen-embedded-v1605b.c2064,14.0,210 mm²,,,"4,950 million",GlobalFoundries
AMD Ryzen Embedded V1756B,"Feb 21st, 2018",AMD,Great Horned Owl,Ryzen Embedded V,3.25 GHz,45.0,4.0,210.0,io_die_size () + die_size (210 mm²),https://www.techpowerup.com/cpu-specs/ryzen-embedded-v1756b.c2065,14.0,210 mm²,,,"4,950 million",GlobalFoundries
AMD Ryzen Embedded V1807B,"Feb 21st, 2018",AMD,Great Horned Owl,Ryzen Embedded V,3.35 GHz,45.0,4.0,210.0,io_die_size () + die_size (210 mm²),https://www.techpowerup.com/cpu-specs/ryzen-embedded-v1807b.c2010,14.0,210 mm²,,,"4,950 million",GlobalFoundries
AMD Ryzen Embedded V2516,"Nov 10th, 2020",AMD,Renoir,Ryzen Embedded V,2.1 GHz,10.0,6.0,156.0,io_die_size () + die_size (156 mm²),https://www.techpowerup.com/cpu-specs/ryzen-embedded-v2516.c2807,7.0,156 mm²,,,"9,800 million",TSMC
AMD Ryzen Embedded V2546,"Nov 10th, 2020",AMD,Renoir,Ryzen Embedded V,3 GHz,35.0,6.0,156.0,io_die_size () + die_size (156 mm²),https://www.techpowerup.com/cpu-specs/ryzen-embedded-v2546.c2806,7.0,156 mm²,,,"9,800 million",TSMC
AMD Ryzen Embedded V2718,"Nov 10th, 2020",AMD,Renoir,Ryzen Embedded V,1700 MHz,10.0,8.0,156.0,io_die_size () + die_size (156 mm²),https://www.techpowerup.com/cpu-specs/ryzen-embedded-v2718.c2805,7.0,156 mm²,,,"9,800 million",TSMC
AMD Ryzen Embedded V2748,"Nov 10th, 2020",AMD,Renoir,Ryzen Embedded V,2.9 GHz,35.0,8.0,156.0,io_die_size () + die_size (156 mm²),https://www.techpowerup.com/cpu-specs/ryzen-embedded-v2748.c2804,7.0,156 mm²,,,"9,800 million",TSMC
AMD Ryzen Threadripper 1900X,"Aug 31st, 2017",AMD,Whitehaven,Ryzen Threadripper,3.8 GHz,180.0,8.0,426.0,io_die_size () + die_size (2x 213 mm²),https://www.techpowerup.com/cpu-specs/ryzen-threadripper-1900x.c1912,14.0,2x 213 mm²,,,"9,600 million",GlobalFoundries
AMD Ryzen Threadripper 1920X,"Aug 10th, 2017",AMD,Whitehaven,Ryzen Threadripper,3.5 GHz,180.0,12.0,426.0,io_die_size () + die_size (2x 213 mm²),https://www.techpowerup.com/cpu-specs/ryzen-threadripper-1920x.c1910,14.0,2x 213 mm²,,,"9,600 million",GlobalFoundries
AMD Ryzen Threadripper 1950X,"Aug 10th, 2017",AMD,Whitehaven,Ryzen Threadripper,3.4 GHz,180.0,16.0,426.0,io_die_size () + die_size (2x 213 mm²),https://www.techpowerup.com/cpu-specs/ryzen-threadripper-1950x.c1904,14.0,2x 213 mm²,,,"9,600 million",GlobalFoundries
AMD Ryzen Threadripper 2920X,"Oct 3rd, 2018",AMD,Colfax,Ryzen Threadripper,3.5 GHz,180.0,12.0,426.0,io_die_size () + die_size (2x 213 mm²),https://www.techpowerup.com/cpu-specs/ryzen-threadripper-2920x.c2099,12.0,2x 213 mm²,,,"9,600 million",GlobalFoundries
AMD Ryzen Threadripper 2950X,"Aug 31st, 2018",AMD,Colfax,Ryzen Threadripper,3.5 GHz,180.0,16.0,426.0,io_die_size () + die_size (2x 213 mm²),https://www.techpowerup.com/cpu-specs/ryzen-threadripper-2950x.c2067,12.0,2x 213 mm²,,,"9,600 million",GlobalFoundries
AMD Ryzen Threadripper 2970WX,"Oct 2nd, 2018",AMD,Colfax,Ryzen Threadripper,3 GHz,250.0,24.0,852.0,io_die_size () + die_size (4x 213 mm²),https://www.techpowerup.com/cpu-specs/ryzen-threadripper-2970wx.c2068,12.0,4x 213 mm²,,,"19,200 million",GlobalFoundries
AMD Ryzen Threadripper 2990WX,"Aug 13th, 2018",AMD,Colfax,Ryzen Threadripper,3 GHz,250.0,32.0,852.0,io_die_size () + die_size (4x 213 mm²),https://www.techpowerup.com/cpu-specs/ryzen-threadripper-2990wx.c2069,12.0,4x 213 mm²,,,"19,200 million",GlobalFoundries
AMD Ryzen Threadripper 3960X,"Nov 25th, 2019",AMD,Castle Peak,Ryzen Threadripper,3.8 GHz,280.0,24.0,712.0,io_die_size (416 mm²) + die_size (4x 74 mm²),https://www.techpowerup.com/cpu-specs/ryzen-threadripper-3960x.c2268,7.0,4x 74 mm²,416 mm²,14 nm,"15,200 million",TSMC
AMD Ryzen Threadripper 3970X,"Nov 25th, 2019",AMD,Castle Peak,Ryzen Threadripper,3.7 GHz,280.0,32.0,712.0,io_die_size (416 mm²) + die_size (4x 74 mm²),https://www.techpowerup.com/cpu-specs/ryzen-threadripper-3970x.c2269,7.0,4x 74 mm²,416 mm²,14 nm,"15,200 million",TSMC
AMD Ryzen Threadripper 3990X,"Feb 7th, 2020",AMD,Castle Peak,Ryzen Threadripper,2.9 GHz,280.0,64.0,1008.0,io_die_size (416 mm²) + die_size (8x 74 mm²),https://www.techpowerup.com/cpu-specs/ryzen-threadripper-3990x.c2271,7.0,8x 74 mm²,416 mm²,14 nm,"30,400 million",TSMC
AMD Ryzen Threadripper PRO 3945WX,"Jul 14th, 2020",AMD,Castle Peak,Ryzen Threadripper PRO,4 GHz,280.0,12.0,712.0,io_die_size (416 mm²) + die_size (4x 74 mm²),https://www.techpowerup.com/cpu-specs/ryzen-threadripper-pro-3945wx.c2317,7.0,4x 74 mm²,416 mm²,14 nm,"3,800 million",TSMC
AMD Ryzen Threadripper PRO 3955WX,"Jul 14th, 2020",AMD,Castle Peak,Ryzen Threadripper PRO,3.9 GHz,280.0,16.0,712.0,io_die_size (416 mm²) + die_size (4x 74 mm²),https://www.techpowerup.com/cpu-specs/ryzen-threadripper-pro-3955wx.c2316,7.0,4x 74 mm²,416 mm²,14 nm,"15,200 million",TSMC
AMD Ryzen Threadripper PRO 3975WX,"Jul 14th, 2020",AMD,Castle Peak,Ryzen Threadripper PRO,3.5 GHz,280.0,32.0,712.0,io_die_size (416 mm²) + die_size (4x 74 mm²),https://www.techpowerup.com/cpu-specs/ryzen-threadripper-pro-3975wx.c2315,7.0,4x 74 mm²,416 mm²,14 nm,"15,200 million",TSMC
AMD Ryzen Threadripper PRO 3995WX,"Jul 14th, 2020",AMD,Castle Peak,Ryzen Threadripper PRO,2.7 GHz,280.0,64.0,1008.0,io_die_size (416 mm²) + die_size (8x 74 mm²),https://www.techpowerup.com/cpu-specs/ryzen-threadripper-pro-3995wx.c2314,7.0,8x 74 mm²,416 mm²,14 nm,"30,400 million",TSMC
AMD Ryzen Threadripper PRO 5945WX,"Mar 8th, 2022",AMD,Chagall PRO,Ryzen Threadripper PRO,4.1 GHz,280.0,12.0,740.0,io_die_size (416 mm²) + die_size (4x 81 mm²),https://www.techpowerup.com/cpu-specs/ryzen-threadripper-pro-5945wx.c2723,7.0,4x 81 mm²,416 mm²,14 nm,"16,600 million",TSMC
AMD Ryzen Threadripper PRO 5955WX,"Mar 8th, 2022",AMD,Chagall PRO,Ryzen Threadripper PRO,4 GHz,280.0,16.0,740.0,io_die_size (416 mm²) + die_size (4x 81 mm²),https://www.techpowerup.com/cpu-specs/ryzen-threadripper-pro-5955wx.c2722,7.0,4x 81 mm²,416 mm²,14 nm,"16,600 million",TSMC
AMD Ryzen Threadripper PRO 5965WX,"Mar 8th, 2022",AMD,Chagall PRO,Ryzen Threadripper PRO,3.8 GHz,280.0,24.0,740.0,io_die_size (416 mm²) + die_size (4x 81 mm²),https://www.techpowerup.com/cpu-specs/ryzen-threadripper-pro-5965wx.c2721,7.0,4x 81 mm²,416 mm²,14 nm,"16,600 million",TSMC
AMD Ryzen Threadripper PRO 5975WX,"Mar 8th, 2022",AMD,Chagall PRO,Ryzen Threadripper PRO,3.6 GHz,280.0,32.0,740.0,io_die_size (416 mm²) + die_size (4x 81 mm²),https://www.techpowerup.com/cpu-specs/ryzen-threadripper-pro-5975wx.c2720,7.0,4x 81 mm²,416 mm²,14 nm,"16,600 million",TSMC
AMD Ryzen Threadripper PRO 5995WX,"Mar 8th, 2022",AMD,Chagall PRO,Ryzen Threadripper PRO,2.7 GHz,280.0,64.0,1064.0,io_die_size (416 mm²) + die_size (8x 81 mm²),https://www.techpowerup.com/cpu-specs/ryzen-threadripper-pro-5995wx.c2719,7.0,8x 81 mm²,416 mm²,14 nm,"33,200 million",TSMC
Annapurna Labs Graviton,,Annapurna Labs,Graviton,Graviton,,40.0,16.0,,,https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652,,,,,,
Annapurna Labs Graviton2,,Annapurna Labs,Graviton2,Graviton2,,150.0,64.0,457.0,Value of cpu_manufacture https://en.wikichip.org/wiki/annapurna_labs/alpine/alc12b00,https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652,,,,,,
Intel Atom x7211E,"Jan 3rd, 2023",Intel,Gracemont,Atom x,1000 MHz,6.0,2.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/atom-x7211e.c3012,10.0,,,,,Intel
Intel Atom x7213E,"Jan 3rd, 2023",Intel,Gracemont,Atom x,1700 MHz,6.0,2.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/atom-x7213e.c3011,10.0,,,,,Intel
Intel Atom x7425E,"Jan 3rd, 2023",Intel,Gracemont,Atom x,1500 MHz,12.0,4.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/atom-x7425e.c3013,10.0,,,,,Intel
Intel C232,,Intel,Skylake,Chipsets,,,,694.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/skylake_(server)#Extreme_Core_Count_.28XCC.29,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel C236,,Intel,Skylake,Chipsets,,,,694.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/skylake_(server)#Extreme_Core_Count_.28XCC.29,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel CM246,,Intel,Coffee Lake,Chipsets,,,,540.0,Max value of cpu_specs https://www.techpowerup.com/cpu-specs/core-i7-9700.c2183,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Celeron 1000M,,Intel,Ivy Bridge,Celeron,,,,541.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/ivy_bridge_(client)#Pentadeca-Core_Ivy_Bridge_die,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Celeron 1005M,,Intel,Ivy Bridge,Celeron,,,,541.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/ivy_bridge_(client)#Pentadeca-Core_Ivy_Bridge_die,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Celeron 1007U,,Intel,Ivy Bridge,Celeron,,,,541.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/ivy_bridge_(client)#Pentadeca-Core_Ivy_Bridge_die,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Celeron 1017U,,Intel,Ivy Bridge,Celeron,,,,541.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/ivy_bridge_(client)#Pentadeca-Core_Ivy_Bridge_die,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Celeron 1019Y,,Intel,Ivy Bridge,Celeron,,,,541.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/ivy_bridge_(client)#Pentadeca-Core_Ivy_Bridge_die,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Celeron 1020M,,Intel,Ivy Bridge,Celeron,,,,541.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/ivy_bridge_(client)#Pentadeca-Core_Ivy_Bridge_die,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Celeron 1037U,,Intel,Ivy Bridge,Celeron,,,,541.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/ivy_bridge_(client)#Pentadeca-Core_Ivy_Bridge_die,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Celeron 2950M,,Intel,Haswell,Celeron,,,,622.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/haswell_(client)#Octadeca-core,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Celeron 2955U,,Intel,Haswell,Celeron,,,,622.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/haswell_(client)#Octadeca-core,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Celeron 2957U,,Intel,Haswell,Celeron,,,,622.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/haswell_(client)#Octadeca-core,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Celeron 2961Y,,Intel,Haswell,Celeron,,,,622.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/haswell_(client)#Octadeca-core,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Celeron 2970M,,Intel,Haswell,Celeron,,,,622.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/haswell_(client)#Octadeca-core,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Celeron 2980U,,Intel,Haswell,Celeron,,,,622.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/haswell_(client)#Octadeca-core,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Celeron 2981U,,Intel,Haswell,Celeron,,,,622.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/haswell_(client)#Octadeca-core,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Celeron 3855U,,Intel,Skylake,Celeron,,,,694.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/skylake_(server)#Extreme_Core_Count_.28XCC.29,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Celeron 3865U,"Jan 3rd, 2017",Intel,Kaby Lake-U,Celeron,1800 MHz,15.0,2.0,686.0,io_die_size () + die_size (98.7 mm²),https://www.techpowerup.com/cpu-specs/celeron-3865u.c3104,14.0,98.7 mm²,,,,Intel
Intel Celeron 3955U,,Intel,Skylake,Celeron,,,,694.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/skylake_(server)#Extreme_Core_Count_.28XCC.29,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Celeron 3965U,"Jan 3rd, 2017",Intel,Kaby Lake-U,Celeron,2.2 GHz,15.0,2.0,686.0,io_die_size () + die_size (98.7 mm²),https://www.techpowerup.com/cpu-specs/celeron-3965u.c3105,14.0,98.7 mm²,,,,Intel
Intel Celeron 7300,"Feb 23rd, 2022",Intel,Alder Lake-U,Celeron,1000 MHz,9.0,5.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/celeron-7300.c2675,10.0,,,,,Intel
Intel Celeron 7305,"Feb 23rd, 2022",Intel,Alder Lake-U,Celeron,1100 MHz,15.0,5.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/celeron-7305.c2674,10.0,,,,,Intel
Intel Celeron G3930,"Jan 3rd, 2017",Intel,Kaby Lake,Celeron G,2.9 GHz,51.0,2.0,63.0,Rule of three of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/kaby_lake,https://www.techpowerup.com/cpu-specs/celeron-g3930.c1941,14.0,,,,,Intel
Intel Celeron G3930T,"Jan 3rd, 2017",Intel,Kaby Lake,Celeron G,2.7 GHz,35.0,2.0,63.0,Rule of three of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/kaby_lake,https://www.techpowerup.com/cpu-specs/celeron-g3930t.c1942,14.0,,,,,Intel
Intel Celeron G3950,"Jan 3rd, 2017",Intel,Kaby Lake,Celeron G,3 GHz,51.0,2.0,63.0,Rule of three of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/kaby_lake,https://www.techpowerup.com/cpu-specs/celeron-g3950.c1940,14.0,,,,,Intel
Intel Celeron G4900,"Apr 3rd, 2018",Intel,Coffee Lake,Celeron G,3.1 GHz,54.0,2.0,126.0,io_die_size () + die_size (126 mm²),https://www.techpowerup.com/cpu-specs/celeron-g4900.c1990,14.0,126 mm²,,,,Intel
Intel Celeron G4900T,"Apr 3rd, 2018",Intel,Coffee Lake,Celeron G,2.9 GHz,35.0,2.0,126.0,io_die_size () + die_size (126 mm²),https://www.techpowerup.com/cpu-specs/celeron-g4900t.c3126,14.0,126 mm²,,,,Intel
Intel Celeron G4920,"Apr 3rd, 2018",Intel,Coffee Lake,Celeron G,3.2 GHz,54.0,2.0,126.0,io_die_size () + die_size (126 mm²),https://www.techpowerup.com/cpu-specs/celeron-g4920.c1989,14.0,126 mm²,,,,Intel
Intel Celeron G5900,"Apr 30th, 2020",Intel,Comet Lake,Celeron G,3.4 GHz,58.0,2.0,41.2,Rule of three of cpu_specs https://www.techpowerup.com/cpu-specs/core-i9-10850k.c2336,https://www.techpowerup.com/cpu-specs/celeron-g5900.c2307,14.0,,,,,Intel
Intel Celeron G5920,"Apr 30th, 2020",Intel,Comet Lake,Celeron G,3.5 GHz,58.0,2.0,41.2,Rule of three of cpu_specs https://www.techpowerup.com/cpu-specs/core-i9-10850k.c2336,https://www.techpowerup.com/cpu-specs/celeron-g5920.c2306,14.0,,,,,Intel
Intel Celeron G6900,"Jan 4th, 2022",Intel,Alder Lake-S,Celeron G,3.4 GHz,46.0,2.0,150.3,Linear regression of cpu_specs,https://www.techpowerup.com/cpu-specs/celeron-g6900.c2570,10.0,,,,,Intel
Intel Celeron G6900E,"Jan 4th, 2022",Intel,Alder Lake-S,Celeron G,3 GHz,46.0,2.0,150.3,Linear regression of cpu_specs,https://www.techpowerup.com/cpu-specs/celeron-g6900e.c2571,10.0,,,,,Intel
Intel Celeron G6900T,"Jan 4th, 2022",Intel,Alder Lake-S,Celeron G,2.8 GHz,35.0,2.0,150.3,Linear regression of cpu_specs,https://www.techpowerup.com/cpu-specs/celeron-g6900t.c2572,10.0,,,,,Intel
Intel Celeron G6900TE,"Jan 4th, 2022",Intel,Alder Lake-S,Celeron G,2.4 GHz,35.0,2.0,150.3,Linear regression of cpu_specs,https://www.techpowerup.com/cpu-specs/celeron-g6900te.c2573,10.0,,,,,Intel
Intel Core M-5Y10,,Intel,Broadwell,Core M,,,,456.12,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/broadwell_(client)#Die_Stats,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Core M-5Y10a,,Intel,Broadwell,Core M,,,,456.12,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/broadwell_(client)#Die_Stats,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Core M-5Y10c,,Intel,Broadwell,Core M,,,,456.12,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/broadwell_(client)#Die_Stats,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Core M-5Y31,,Intel,Broadwell,Core M,,,,456.12,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/broadwell_(client)#Die_Stats,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Core M-5Y51,,Intel,Broadwell,Core M,,,,456.12,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/broadwell_(client)#Die_Stats,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
