Name,API Name,Instance Memory,vCPUs,Storage,Linux On Demand cost,Linux Savings Plan,Linux Reserved cost,Linux Spot cost,Windows On Demand cost,Windows Savings Plan,Windows Reserved cost,Windows Spot cost
D2as v7,D2as v7,8 GiB,2,0 GiB,€0.0943 hourly,€0.0669 hourly,€0.0555 hourly,€0.0174 hourly,€0.1731 hourly,€0.1458 hourly,€0.1343 hourly,€0.032 hourly
D2a v4,D2a v4,8 GiB,2,50 GiB,€0.0986 hourly,€0.0749 hourly,€0.0656 hourly,€0.0202 hourly,€0.1774 hourly,€0.1538 hourly,€0.1444 hourly,€0.0364 hourly
D2ds v4,D2ds v4,8 GiB,2,75 GiB,€0.1166 hourly,€0.0886 hourly,€0.0688 hourly,€0.0234 hourly,€0.1954 hourly,€0.1674 hourly,€0.1476 hourly,€0.0392 hourly
D2ds v5,D2ds v5,8 GiB,2,75 GiB,€0.1166 hourly,€0.0886 hourly,€0.0688 hourly,€0.0234 hourly,€0.1954 hourly,€0.1674 hourly,€0.1476 hourly,€0.0392 hourly
D2ds v6,D2ds v6,8 GiB,2,110 GiB,€0.1277 hourly,€0.0881 hourly,€0.0793 hourly,€0.0236 hourly,€0.2066 hourly,€0.167 hourly,€0.1582 hourly,€0.0382 hourly
D2d v4,D2d v4,8 GiB,2,75 GiB,€0.1166 hourly,€0.0886 hourly,€0.0688 hourly,€0.0234 hourly,€0.1954 hourly,€0.1674 hourly,€0.1476 hourly,€0.0392 hourly
D2d v5,D2d v5,8 GiB,2,75 GiB,€0.1166 hourly,€0.0886 hourly,€0.0688 hourly,€0.0234 hourly,€0.1954 hourly,€0.1674 hourly,€0.1476 hourly,€0.0392 hourly
D2lds v5,D2lds v5,4 GiB,2,75 GiB,€0.0951 hourly,€0.0704 hourly,€0.0562 hourly,€0.0191 hourly,€0.174 hourly,€0.1492 hourly,€0.135 hourly,€0.0349 hourly
D2lds v6,D2lds v6,4 GiB,2,110 GiB,€0.108 hourly,€0.0724 hourly,€0.0669 hourly,€0.02 hourly,€0.1868 hourly,€0.1512 hourly,€0.1458 hourly,€0.0345 hourly
D2ls v5,D2ls v5,4 GiB,2,0 GiB,€0.0831 hourly,€0.059 hourly,€0.049 hourly,€0.0167 hourly,€0.162 hourly,€0.1379 hourly,€0.1279 hourly,€0.0325 hourly
D2ls v6,D2ls v6,4 GiB,2,0 GiB,€0.0874 hourly,€0.0586 hourly,€0.0541 hourly,€0.017 hourly,€0.1663 hourly,€0.1374 hourly,€0.133 hourly,€0.0323 hourly
D2nds v6,D2nds v6,8 GiB,2,110 GiB,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
D2nlds v6,D2nlds v6,4 GiB,2,110 GiB,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
D2nls v6,D2nls v6,4 GiB,2,0 GiB,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
D2ns v6,D2ns v6,8 GiB,2,0 GiB,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
Standard D2pds v5,D2pds v5,8 GiB,2,75 GiB,€0.0934 hourly,€0.071 hourly,€0.0551 hourly,€0.0373 hourly,unavailable,unavailable,unavailable,unavailable
Standard D2pds v6,D2pds v6,8 GiB,2,110 GiB,€0.0943 hourly,€0.0641 hourly,€0.0555 hourly,€0.0174 hourly,unavailable,unavailable,unavailable,unavailable
Standard D2plds v5,D2plds v5,4 GiB,2,75 GiB,€0.0763 hourly,€0.0563 hourly,€0.045 hourly,€0.0305 hourly,unavailable,unavailable,unavailable,unavailable
Standard D2plds v6,D2plds v6,4 GiB,2,110 GiB,€0.0799 hourly,€0.0543 hourly,€0.0472 hourly,€0.0148 hourly,unavailable,unavailable,unavailable,unavailable
Standard D2pls v5,D2pls v5,4 GiB,2,0 GiB,€0.0665 hourly,€0.0495 hourly,€0.0392 hourly,€0.0266 hourly,unavailable,unavailable,unavailable,unavailable
Standard D2pls v6,D2pls v6,4 GiB,2,0 GiB,€0.0636 hourly,€0.0432 hourly,€0.0375 hourly,€0.0118 hourly,unavailable,unavailable,unavailable,unavailable
Standard D2ps v5,D2ps v5,8 GiB,2,0 GiB,€0.0788 hourly,€0.0561 hourly,€0.0465 hourly,€0.0315 hourly,unavailable,unavailable,unavailable,unavailable
Standard D2ps v6,D2ps v6,8 GiB,2,0 GiB,€0.0718 hourly,€0.0488 hourly,€0.0424 hourly,€0.0133 hourly,unavailable,unavailable,unavailable,unavailable
D2s,D2s,7 GiB,2,14 GiB,€0.144 hourly,€0.1094 hourly,€0.0926 hourly,€0.0294 hourly,€0.2545 hourly,€0.1883 hourly,€0.1714 hourly,€0.0519 hourly
D2s v3,D2s v3,8 GiB,2,16 GiB,€0.1028 hourly,€0.0782 hourly,€0.0656 hourly,€0.021 hourly,€0.1817 hourly,€0.157 hourly,€0.1444 hourly,€0.037 hourly
D2s v4,D2s v4,8 GiB,2,0 GiB,€0.0986 hourly,€0.0749 hourly,€0.0581 hourly,€0.0198 hourly,€0.1774 hourly,€0.1538 hourly,€0.137 hourly,€0.0356 hourly
D2s v5,D2s v5,8 GiB,2,0 GiB,€0.0986 hourly,€0.0749 hourly,€0.0562 hourly,€0.0198 hourly,€0.1774 hourly,€0.1538 hourly,€0.135 hourly,€0.0356 hourly
D2s v6,D2s v6,8 GiB,2,0 GiB,€0.1037 hourly,€0.0716 hourly,€0.0642 hourly,€0.0201 hourly,€0.1826 hourly,€0.1504 hourly,€0.143 hourly,€0.0354 hourly
D2 v2,D2 v2,7 GiB,2,100 GiB,€0.1166 hourly,€0.0886 hourly,€0.0705 hourly,€0.0238 hourly,€0.228 hourly,€0.1674 hourly,€0.1494 hourly,€0.0465 hourly
D2 v3,D2 v3,8 GiB,2,50 GiB,€0.1028 hourly,€0.0782 hourly,€0.0656 hourly,€0.021 hourly,€0.1817 hourly,€0.157 hourly,€0.1444 hourly,€0.037 hourly
D2 v4,D2 v4,8 GiB,2,0 GiB,€0.0986 hourly,€0.0749 hourly,€0.0581 hourly,€0.0198 hourly,€0.1774 hourly,€0.1538 hourly,€0.137 hourly,€0.0356 hourly
D2 v5,D2 v5,8 GiB,2,0 GiB,€0.0986 hourly,€0.0749 hourly,€0.0562 hourly,€0.0198 hourly,€0.1774 hourly,€0.1538 hourly,€0.135 hourly,€0.0356 hourly
D3,D3,14 GiB,4,200 GiB,€0.288 hourly,€0.2189 hourly,€0.1845 hourly,€0.0587 hourly,€0.5082 hourly,€0.3766 hourly,€0.3422 hourly,€0.1036 hourly
D32ads v5,D32ads v5,128 GiB,32,1200 GiB,€1.7141 hourly,€1.3027 hourly,€1.0113 hourly,€0.3521 hourly,€2.9757 hourly,€2.5643 hourly,€2.2729 hourly,€0.6112 hourly
D32ads v6,D32ads v6,128 GiB,32,750 GiB,€1.8924 hourly,€1.3436 hourly,€1.1165 hourly,€0.38 hourly,€3.154 hourly,€2.6052 hourly,€2.3781 hourly,€0.6333 hourly
D32ads v7,D32ads v7,128 GiB,32,1760 GiB,€1.8924 hourly,€1.3436 hourly,€1.1165 hourly,€0.3497 hourly,€3.154 hourly,€2.6052 hourly,€2.3781 hourly,€0.6308 hourly
D32alds v6,D32alds v6,64 GiB,32,750 GiB,€1.5796 hourly,€1.1215 hourly,€0.932 hourly,€0.3172 hourly,€2.8411 hourly,€2.3831 hourly,€2.1936 hourly,€0.5705 hourly
D32alds v7,D32alds v7,64 GiB,32,1760 GiB,€1.5796 hourly,€1.1215 hourly,€0.932 hourly,€0.2919 hourly,€2.8411 hourly,€2.3831 hourly,€2.1936 hourly,€0.5682 hourly
D32als v6,D32als v6,64 GiB,32,0 GiB,€1.3327 hourly,€0.9462 hourly,€0.7864 hourly,€0.2463 hourly,€2.5943 hourly,€2.2078 hourly,€2.048 hourly,€0.4794 hourly
D32als v7,D32als v7,64 GiB,32,0 GiB,€1.3327 hourly,€0.9462 hourly,€0.7864 hourly,€0.2463 hourly,€2.5943 hourly,€2.2078 hourly,€2.048 hourly,€0.4794 hourly
D32as v4,D32as v4,128 GiB,32,256 GiB,€1.577 hourly,€1.1985 hourly,€1.0488 hourly,€0.3239 hourly,€2.8386 hourly,€2.4601 hourly,€2.3104 hourly,€0.583 hourly
D32as v5,D32as v5,128 GiB,32,0 GiB,€1.4261 hourly,€1.0839 hourly,€0.8414 hourly,€0.2929 hourly,€2.6877 hourly,€2.3455 hourly,€2.103 hourly,€0.5521 hourly
D32as v6,D32as v6,128 GiB,32,0 GiB,€1.5059 hourly,€1.0692 hourly,€0.8884 hourly,€0.2783 hourly,€2.7674 hourly,€2.3307 hourly,€2.15 hourly,€0.5114 hourly
D32as v7,D32as v7,128 GiB,32,0 GiB,€1.5059 hourly,€1.0692 hourly,€0.8884 hourly,€0.2783 hourly,€2.7674 hourly,€2.3307 hourly,€2.15 hourly,€0.5114 hourly
D32a v4,D32a v4,128 GiB,32,800 GiB,€1.577 hourly,€1.1985 hourly,€1.0488 hourly,€0.3239 hourly,€2.8386 hourly,€2.4601 hourly,€2.3104 hourly,€0.583 hourly
D32ds v4,D32ds v4,128 GiB,32,1200 GiB,€1.865 hourly,€1.4174 hourly,€1.1003 hourly,€0.3739 hourly,€3.1266 hourly,€2.679 hourly,€2.3619 hourly,€0.6269 hourly
D32ds v5,D32ds v5,128 GiB,32,1200 GiB,€1.865 hourly,€1.4174 hourly,€1.1003 hourly,€0.3739 hourly,€3.1266 hourly,€2.679 hourly,€2.3619 hourly,€0.6269 hourly
D32ds v6,D32ds v6,128 GiB,32,1760 GiB,€2.0467 hourly,€1.4122 hourly,€1.2689 hourly,€0.3782 hourly,€3.3082 hourly,€2.6738 hourly,€2.5304 hourly,€0.6114 hourly
D32d v4,D32d v4,128 GiB,32,1200 GiB,€1.865 hourly,€1.4174 hourly,€1.1003 hourly,€0.3739 hourly,€3.1266 hourly,€2.679 hourly,€2.3619 hourly,€0.6269 hourly
D32d v5,D32d v5,128 GiB,32,1200 GiB,€1.865 hourly,€1.4174 hourly,€1.1003 hourly,€0.3739 hourly,€3.1266 hourly,€2.679 hourly,€2.3619 hourly,€0.6269 hourly
D32lds v5,D32lds v5,64 GiB,32,1200 GiB,€1.5221 hourly,€1.1264 hourly,€0.8981 hourly,€0.3052 hourly,€2.7837 hourly,€2.388 hourly,€2.1596 hourly,€0.5581 hourly
D32lds v6,D32lds v6,64 GiB,32,1760 GiB,€1.7261 hourly,€1.1565 hourly,€1.0702 hourly,€0.319 hourly,€2.9877 hourly,€2.4181 hourly,€2.3318 hourly,€0.5521 hourly
D32ls v5,D32ls v5,64 GiB,32,0 GiB,€1.3302 hourly,€0.9444 hourly,€0.7848 hourly,€0.2667 hourly,€2.5917 hourly,€2.206 hourly,€2.0463 hourly,€0.5196 hourly
D32ls v6,D32ls v6,64 GiB,32,0 GiB,€1.397 hourly,€0.936 hourly,€0.8661 hourly,€0.271 hourly,€2.6586 hourly,€2.1976 hourly,€2.1277 hourly,€0.5158 hourly
D32nds v6,D32nds v6,128 GiB,32,1760 GiB,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
D32nlds v6,D32nlds v6,64 GiB,32,1760 GiB,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
D32nls v6,D32nls v6,64 GiB,32,0 GiB,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
D32ns v6,D32ns v6,128 GiB,32,0 GiB,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
Standard D32pds v5,D32pds v5,128 GiB,32,1200 GiB,€1.4947 hourly,€1.136 hourly,€0.8819 hourly,€0.5968 hourly,unavailable,unavailable,unavailable,unavailable
Standard D32pds v6,D32pds v6,128 GiB,32,1760 GiB,€1.5059 hourly,€1.024 hourly,€0.8884 hourly,€0.2783 hourly,unavailable,unavailable,unavailable,unavailable
Standard D32plds v5,D32plds v5,64 GiB,32,1200 GiB,€1.2205 hourly,€0.9005 hourly,€0.7201 hourly,€0.4873 hourly,unavailable,unavailable,unavailable,unavailable
Standard D32plds v6,D32plds v6,64 GiB,32,1760 GiB,€1.2779 hourly,€0.869 hourly,€0.754 hourly,€0.2362 hourly,unavailable,unavailable,unavailable,unavailable
Standard D32pls v5,D32pls v5,64 GiB,32,0 GiB,€1.0645 hourly,€0.7921 hourly,€0.6278 hourly,€0.425 hourly,unavailable,unavailable,unavailable,unavailable
Standard D32pls v6,D32pls v6,64 GiB,32,0 GiB,€1.0173 hourly,€0.6918 hourly,€0.6003 hourly,€0.188 hourly,unavailable,unavailable,unavailable,unavailable
Standard D32ps v5,D32ps v5,128 GiB,32,0 GiB,€1.2616 hourly,€0.898 hourly,€0.7443 hourly,€0.5038 hourly,unavailable,unavailable,unavailable,unavailable
Standard D32ps v6,D32ps v6,128 GiB,32,0 GiB,€1.1493 hourly,€0.7815 hourly,€0.678 hourly,€0.2124 hourly,unavailable,unavailable,unavailable,unavailable
D32s v3,D32s v3,128 GiB,32,256 GiB,€1.6456 hourly,€1.2506 hourly,€1.0482 hourly,€0.3355 hourly,€2.9071 hourly,€2.5122 hourly,€2.3098 hourly,€0.5928 hourly
D32s v4,D32s v4,128 GiB,32,0 GiB,€1.577 hourly,€1.1985 hourly,€0.9304 hourly,€0.3162 hourly,€2.8386 hourly,€2.4601 hourly,€2.192 hourly,€0.5691 hourly
D32s v5,D32s v5,128 GiB,32,0 GiB,€1.577 hourly,€1.1985 hourly,€0.8988 hourly,€0.3162 hourly,€2.8386 hourly,€2.4601 hourly,€2.1604 hourly,€0.5691 hourly
D32s v6,D32s v6,128 GiB,32,0 GiB,€1.6558 hourly,€1.1425 hourly,€1.0267 hourly,€0.3212 hourly,€2.9174 hourly,€2.4041 hourly,€2.2883 hourly,€0.566 hourly
D32 v3,D32 v3,128 GiB,32,800 GiB,€1.6456 hourly,€1.2506 hourly,€1.0482 hourly,€0.3355 hourly,€2.9071 hourly,€2.5122 hourly,€2.3098 hourly,€0.5928 hourly
D32 v4,D32 v4,128 GiB,32,0 GiB,€1.577 hourly,€1.1985 hourly,€0.9304 hourly,€0.3162 hourly,€2.8386 hourly,€2.4601 hourly,€2.192 hourly,€0.5691 hourly
D32 v5,D32 v5,128 GiB,32,0 GiB,€1.577 hourly,€1.1985 hourly,€0.8988 hourly,€0.3162 hourly,€2.8386 hourly,€2.4601 hourly,€2.1604 hourly,€0.5691 hourly
D3s,D3s,14 GiB,4,28 GiB,€0.288 hourly,€0.2189 hourly,€0.1845 hourly,€0.0587 hourly,€0.5082 hourly,€0.3766 hourly,€0.3422 hourly,€0.1036 hourly
D3 v2,D3 v2,14 GiB,4,200 GiB,€0.2331 hourly,€0.1772 hourly,€0.1403 hourly,€0.0475 hourly,€0.4568 hourly,€0.3349 hourly,€0.298 hourly,€0.0931 hourly
D4,D4,28 GiB,8,400 GiB,€0.5759 hourly,€0.4377 hourly,€0.3682 hourly,€0.1174 hourly,€1.0173 hourly,€0.7531 hourly,€0.6836 hourly,€0.2074 hourly
D48ads v5,D48ads v5,192 GiB,48,1800 GiB,€2.5712 hourly,€1.9541 hourly,€1.517 hourly,€0.5281 hourly,€4.4636 hourly,€3.8465 hourly,€3.4094 hourly,€0.9168 hourly
D48ads v6,D48ads v6,192 GiB,48,1700 GiB,€2.8386 hourly,€2.0154 hourly,€1.6748 hourly,€0.57 hourly,€4.731 hourly,€3.9078 hourly,€3.5672 hourly,€0.95 hourly
D48ads v7,D48ads v7,192 GiB,48,2640 GiB,€2.8386 hourly,€2.0154 hourly,€1.6748 hourly,€0.5246 hourly,€4.731 hourly,€3.9078 hourly,€3.5672 hourly,€0.9462 hourly
D48alds v6,D48alds v6,96 GiB,48,1700 GiB,€2.3698 hourly,€1.6825 hourly,€1.3981 hourly,€0.4758 hourly,€4.2622 hourly,€3.5749 hourly,€3.2905 hourly,€0.8558 hourly
D48alds v7,D48alds v7,96 GiB,48,2640 GiB,€2.3698 hourly,€1.6825 hourly,€1.3981 hourly,€0.4379 hourly,€4.2622 hourly,€3.5749 hourly,€3.2905 hourly,€0.8524 hourly
D48als v6,D48als v6,96 GiB,48,0 GiB,€1.9995 hourly,€1.4197 hourly,€1.1796 hourly,€0.3695 hourly,€3.8919 hourly,€3.312 hourly,€3.072 hourly,€0.7192 hourly
D48als v7,D48als v7,96 GiB,48,0 GiB,€1.9995 hourly,€1.4197 hourly,€1.1796 hourly,€0.3695 hourly,€3.8919 hourly,€3.312 hourly,€3.072 hourly,€0.7192 hourly
D48as v4,D48as v4,192 GiB,48,384 GiB,€2.3655 hourly,€1.7978 hourly,€1.5732 hourly,€0.4859 hourly,€4.2579 hourly,€3.6902 hourly,€3.4656 hourly,€0.8746 hourly
D48as v5,D48as v5,192 GiB,48,0 GiB,€2.1392 hourly,€1.6258 hourly,€1.2621 hourly,€0.4394 hourly,€4.0316 hourly,€3.5182 hourly,€3.1545 hourly,€0.8281 hourly
D48as v6,D48as v6,192 GiB,48,0 GiB,€2.2583 hourly,€1.6034 hourly,€1.3326 hourly,€0.4173 hourly,€4.1507 hourly,€3.4958 hourly,€3.2249 hourly,€0.7671 hourly
D48as v7,D48as v7,192 GiB,48,0 GiB,€2.2583 hourly,€1.6034 hourly,€1.3326 hourly,€0.4173 hourly,€4.1507 hourly,€3.4958 hourly,€3.2249 hourly,€0.7671 hourly
D48a v4,D48a v4,192 GiB,48,1200 GiB,€2.3655 hourly,€1.7978 hourly,€1.5732 hourly,€0.4859 hourly,€4.2579 hourly,€3.6902 hourly,€3.4656 hourly,€0.8746 hourly
D48ds v4,D48ds v4,192 GiB,48,1800 GiB,€2.7974 hourly,€2.1261 hourly,€1.6504 hourly,€0.5609 hourly,€4.6898 hourly,€4.0184 hourly,€3.5428 hourly,€0.9403 hourly
D48ds v5,D48ds v5,192 GiB,48,1800 GiB,€2.7974 hourly,€2.1261 hourly,€1.6505 hourly,€0.5609 hourly,€4.6898 hourly,€4.0184 hourly,€3.5429 hourly,€0.9403 hourly
D48ds v6,D48ds v6,192 GiB,48,2640 GiB,€3.07 hourly,€2.1183 hourly,€1.9032 hourly,€0.5673 hourly,€4.9624 hourly,€4.0107 hourly,€3.7956 hourly,€0.917 hourly
D48d v4,D48d v4,192 GiB,48,1800 GiB,€2.7974 hourly,€2.1261 hourly,€1.6504 hourly,€0.5609 hourly,€4.6898 hourly,€4.0184 hourly,€3.5428 hourly,€0.9403 hourly
D48d v5,D48d v5,192 GiB,48,1800 GiB,€2.7974 hourly,€2.1261 hourly,€1.6505 hourly,€0.5609 hourly,€4.6898 hourly,€4.0184 hourly,€3.5429 hourly,€0.9403 hourly
D48lds v5,D48lds v5,96 GiB,48,1800 GiB,€2.2832 hourly,€1.6896 hourly,€1.3471 hourly,€0.4578 hourly,€4.1756 hourly,€3.582 hourly,€3.2395 hourly,€0.8372 hourly
D48lds v6,D48lds v6,96 GiB,48,2640 GiB,€2.5892 hourly,€1.7347 hourly,€1.6053 hourly,€0.4785 hourly,€4.4816 hourly,€3.6271 hourly,€3.4977 hourly,€0.8282 hourly
D48ls v5,D48ls v5,96 GiB,48,0 GiB,€1.9952 hourly,€1.4166 hourly,€1.1772 hourly,€0.40 hourly,€3.8876 hourly,€3.309 hourly,€3.0696 hourly,€0.7795 hourly
D48ls v6,D48ls v6,96 GiB,48,0 GiB,€2.0955 hourly,€1.404 hourly,€1.299 hourly,€0.4065 hourly,€3.9879 hourly,€3.2964 hourly,€3.1914 hourly,€0.7737 hourly
D48nds v6,D48nds v6,192 GiB,48,2640 GiB,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
D48nlds v6,D48nlds v6,96 GiB,48,2640 GiB,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
D48nls v6,D48nls v6,96 GiB,48,0 GiB,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
D48ns v6,D48ns v6,192 GiB,48,0 GiB,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
Standard D48pds v5,D48pds v5,192 GiB,48,1800 GiB,€2.2421 hourly,€1.704 hourly,€1.3229 hourly,€0.8953 hourly,unavailable,unavailable,unavailable,unavailable
Standard D48pds v6,D48pds v6,192 GiB,48,2640 GiB,€2.2583 hourly,€1.5357 hourly,€1.3326 hourly,€0.4173 hourly,unavailable,unavailable,unavailable,unavailable
Standard D48plds v5,D48plds v5,96 GiB,48,1800 GiB,€1.8307 hourly,€1.3507 hourly,€1.0801 hourly,€0.731 hourly,unavailable,unavailable,unavailable,unavailable
Standard D48plds v6,D48plds v6,96 GiB,48,2640 GiB,€1.9172 hourly,€1.3037 hourly,€1.1311 hourly,€0.3543 hourly,unavailable,unavailable,unavailable,unavailable
Standard D48pls v5,D48pls v5,96 GiB,48,0 GiB,€1.5958 hourly,€1.1875 hourly,€0.9418 hourly,€0.6372 hourly,unavailable,unavailable,unavailable,unavailable
Standard D48pls v6,D48pls v6,96 GiB,48,0 GiB,€1.5264 hourly,€1.038 hourly,€0.9005 hourly,€0.2821 hourly,unavailable,unavailable,unavailable,unavailable
Standard D48ps v5,D48ps v5,192 GiB,48,0 GiB,€1.8924 hourly,€1.347 hourly,€1.1165 hourly,€0.7556 hourly,unavailable,unavailable,unavailable,unavailable
Standard D48ps v6,D48ps v6,192 GiB,48,0 GiB,€1.7235 hourly,€1.172 hourly,€1.017 hourly,€0.3185 hourly,unavailable,unavailable,unavailable,unavailable
D48s v3,D48s v3,192 GiB,48,384 GiB,€2.4683 hourly,€1.8759 hourly,€1.4232 hourly,€0.5033 hourly,€4.3607 hourly,€3.7683 hourly,€3.3156 hourly,€0.8891 hourly
D48s v4,D48s v4,192 GiB,48,0 GiB,€2.3655 hourly,€1.7978 hourly,€1.3957 hourly,€0.4743 hourly,€4.2579 hourly,€3.6902 hourly,€3.288 hourly,€0.8537 hourly
D48s v5,D48s v5,192 GiB,48,0 GiB,€2.3655 hourly,€1.7978 hourly,€1.3483 hourly,€0.4743 hourly,€4.2579 hourly,€3.6902 hourly,€3.2407 hourly,€0.8537 hourly
D48s v6,D48s v6,192 GiB,48,0 GiB,€2.4838 hourly,€1.7138 hourly,€1.5401 hourly,€0.4818 hourly,€4.3761 hourly,€3.6062 hourly,€3.4324 hourly,€0.849 hourly
D48 v3,D48 v3,192 GiB,48,1200 GiB,€2.4683 hourly,€1.8759 hourly,€1.4232 hourly,€0.5033 hourly,€4.3607 hourly,€3.7683 hourly,€3.3156 hourly,€0.8891 hourly
D48 v4,D48 v4,192 GiB,48,0 GiB,€2.3655 hourly,€1.7978 hourly,€1.3957 hourly,€0.4743 hourly,€4.2579 hourly,€3.6902 hourly,€3.288 hourly,€0.8537 hourly
D48 v5,D48 v5,192 GiB,48,0 GiB,€2.3655 hourly,€1.7978 hourly,€1.3483 hourly,€0.4743 hourly,€4.2579 hourly,€3.6902 hourly,€3.2407 hourly,€0.8537 hourly
D4ads v5,D4ads v5,16 GiB,4,150 GiB,€0.2143 hourly,€0.1628 hourly,€0.1264 hourly,€0.044 hourly,€0.372 hourly,€0.3205 hourly,€0.2841 hourly,€0.0764 hourly
D4ads v6,D4ads v6,16 GiB,4,150 GiB,€0.2365 hourly,€0.1679 hourly,€0.1395 hourly,€0.0475 hourly,€0.3942 hourly,€0.3256 hourly,€0.2972 hourly,€0.0792 hourly
D4ads v7,D4ads v7,16 GiB,4,220 GiB,€0.2365 hourly,€0.1679 hourly,€0.1395 hourly,€0.0437 hourly,€0.3942 hourly,€0.3256 hourly,€0.2972 hourly,€0.0788 hourly
D4alds v6,D4alds v6,8 GiB,4,150 GiB,€0.1971 hourly,€0.14 hourly,€0.1165 hourly,€0.0396 hourly,€0.3548 hourly,€0.2977 hourly,€0.2742 hourly,€0.0712 hourly
D4alds v7,D4alds v7,8 GiB,4,220 GiB,€0.1971 hourly,€0.14 hourly,€0.1165 hourly,€0.0364 hourly,€0.3548 hourly,€0.2977 hourly,€0.2742 hourly,€0.071 hourly
D4als v6,D4als v6,8 GiB,4,0 GiB,€0.1663 hourly,€0.1181 hourly,€0.0983 hourly,€0.0307 hourly,€0.324 hourly,€0.2758 hourly,€0.256 hourly,€0.0599 hourly
D4als v7,D4als v7,8 GiB,4,0 GiB,€0.1663 hourly,€0.1181 hourly,€0.0983 hourly,€0.0307 hourly,€0.324 hourly,€0.2758 hourly,€0.256 hourly,€0.0599 hourly
D4as v4,D4as v4,16 GiB,4,32 GiB,€0.1971 hourly,€0.1498 hourly,€0.1311 hourly,€0.0405 hourly,€0.3548 hourly,€0.3075 hourly,€0.2888 hourly,€0.0729 hourly
D4as v5,D4as v5,16 GiB,4,0 GiB,€0.1783 hourly,€0.1355 hourly,€0.1052 hourly,€0.0366 hourly,€0.336 hourly,€0.2932 hourly,€0.2629 hourly,€0.069 hourly
D4as v6,D4as v6,16 GiB,4,0 GiB,€0.1886 hourly,€0.1339 hourly,€0.111 hourly,€0.0348 hourly,€0.3463 hourly,€0.2916 hourly,€0.2687 hourly,€0.064 hourly
D4as v7,D4as v7,16 GiB,4,0 GiB,€0.1886 hourly,€0.1339 hourly,€0.111 hourly,€0.0348 hourly,€0.3463 hourly,€0.2916 hourly,€0.2687 hourly,€0.064 hourly
D4a v4,D4a v4,16 GiB,4,100 GiB,€0.1971 hourly,€0.1498 hourly,€0.1311 hourly,€0.0405 hourly,€0.3548 hourly,€0.3075 hourly,€0.2888 hourly,€0.0729 hourly
D4ds v4,D4ds v4,16 GiB,4,150 GiB,€0.2331 hourly,€0.1772 hourly,€0.1376 hourly,€0.0467 hourly,€0.3908 hourly,€0.3349 hourly,€0.2953 hourly,€0.0784 hourly
D4ds v5,D4ds v5,16 GiB,4,150 GiB,€0.2331 hourly,€0.1772 hourly,€0.1376 hourly,€0.0467 hourly,€0.3908 hourly,€0.3349 hourly,€0.2953 hourly,€0.0784 hourly
D4ds v6,D4ds v6,16 GiB,4,220 GiB,€0.2554 hourly,€0.1762 hourly,€0.1586 hourly,€0.0472 hourly,€0.4131 hourly,€0.3339 hourly,€0.3163 hourly,€0.0763 hourly
D4d v4,D4d v4,16 GiB,4,150 GiB,€0.2331 hourly,€0.1772 hourly,€0.1376 hourly,€0.0467 hourly,€0.3908 hourly,€0.3349 hourly,€0.2953 hourly,€0.0784 hourly
D4d v5,D4d v5,16 GiB,4,150 GiB,€0.2331 hourly,€0.1772 hourly,€0.1376 hourly,€0.0467 hourly,€0.3908 hourly,€0.3349 hourly,€0.2953 hourly,€0.0784 hourly
D4lds v5,D4lds v5,8 GiB,4,150 GiB,€0.1903 hourly,€0.1408 hourly,€0.1122 hourly,€0.0381 hourly,€0.348 hourly,€0.2985 hourly,€0.2699 hourly,€0.0698 hourly
D4lds v6,D4lds v6,8 GiB,4,220 GiB,€0.216 hourly,€0.1447 hourly,€0.1337 hourly,€0.0399 hourly,€0.3737 hourly,€0.3024 hourly,€0.2914 hourly,€0.0691 hourly
D4ls v5,D4ls v5,8 GiB,4,0 GiB,€0.1663 hourly,€0.1181 hourly,€0.0981 hourly,€0.0333 hourly,€0.324 hourly,€0.2758 hourly,€0.2558 hourly,€0.065 hourly
