Name,API Name,Instance Family,CoreMark Score,FFmpeg FPS,Instance Memory,Compute Units (ECU),vCPUs,Instance Storage,Network Performance,Max IPs,On Demand,Linux Reserved cost,Linux Spot Minimum cost,Windows On Demand cost,Windows Reserved cost
R6IDN 12xlarge Extra Large,r6idn.12xlarge,r6idn,N/A,N/A,384 GiB,0 units,48 vCPUs,2850 GB (2×1425 GB NVMe SSD),75 Gigabit,240,€4.7892 hourly,€3.0172 hourly,€1.1353 hourly,€6.6816 hourly,€4.9096 hourly
R6IDN Quadruple Extra Large,r6idn.4xlarge,r6idn,N/A,N/A,128 GiB,0 units,16 vCPUs,950 GB NVMe SSD,Up to 50 Gigabit,240,€1.5964 hourly,€1.0057 hourly,€0.468 hourly,€2.2272 hourly,€1.0057 hourly
R6IDN Eight Extra Large,r6idn.8xlarge,r6idn,N/A,N/A,256 GiB,0 units,32 vCPUs,1900 GB NVMe SSD,50 Gigabit,240,€3.1928 hourly,€2.0115 hourly,€0.7912 hourly,€4.4544 hourly,€2.0115 hourly
R6IN 12xlarge Extra Large,r6in.12xlarge,r6in,N/A,N/A,384 GiB,0 units,48 vCPUs,EBS only,75 Gigabit,240,€4.2838 hourly,€2.6988 hourly,€1.2726 hourly,€6.1762 hourly,€2.6988 hourly
R6IN Quadruple Extra Large,r6in.4xlarge,r6in,N/A,N/A,128 GiB,0 units,16 vCPUs,EBS only,Up to 50 Gigabit,240,€1.4279 hourly,€0.8996 hourly,€0.4044 hourly,€2.0587 hourly,€1.5304 hourly
R6IN Eight Extra Large,r6in.8xlarge,r6in,N/A,N/A,256 GiB,0 units,32 vCPUs,EBS only,50 Gigabit,240,€2.8559 hourly,€1.7992 hourly,€0.6755 hourly,€4.1174 hourly,€3.0608 hourly
R7A 12xlarge Extra Large,r7a.12xlarge,r7a,"34.614,053",295.0 fps,384 GiB,0 units,48 vCPUs,EBS only,18.75 Gigabit,240,€3.7753 hourly,€2.4974 hourly,€1.0453 hourly,€5.6677 hourly,€4.3898 hourly
R7A Quadruple Extra Large,r7a.4xlarge,r7a,"32.985,157",189.0 fps,128 GiB,0 units,16 vCPUs,EBS only,Up to 12.5 Gigabit,240,€1.2584 hourly,€0.8325 hourly,€0.4562 hourly,€1.8892 hourly,€1.4632 hourly
R7A Eight Extra Large,r7a.8xlarge,r7a,"33.696,507",281.0 fps,256 GiB,0 units,32 vCPUs,EBS only,12.5 Gigabit,240,€2.5169 hourly,€1.6649 hourly,€0.7384 hourly,€3.7785 hourly,€2.9265 hourly
R7G 12xlarge Extra Large,r7g.12xlarge,r7g,"25.703,637",239.0 fps,384 GiB,0 units,48 vCPUs,EBS only,22.5 Gigabit,240,€2.6576 hourly,€1.758 hourly,€0.7471 hourly,unavailable,unavailable
R7G Quadruple Extra Large,r7g.4xlarge,r7g,"25.356,577",134.0 fps,128 GiB,0 units,16 vCPUs,EBS only,Up to 15 Gigabit,240,€0.8859 hourly,€0.586 hourly,€0.2555 hourly,unavailable,unavailable
R7G Eight Extra Large,r7g.8xlarge,r7g,"25.227,043",216.0 fps,256 GiB,0 units,32 vCPUs,EBS only,15 Gigabit,240,€1.7717 hourly,€1.172 hourly,€0.587 hourly,unavailable,unavailable
R7GD 12xlarge Extra Large,r7gd.12xlarge,r7gd,"25.967,281",239.0 fps,384 GiB,0 units,48 vCPUs,2850 GB (2×1425 GB NVMe SSD),22.5 Gigabit,240,€3.3628 hourly,€2.1186 hourly,€0.7705 hourly,unavailable,unavailable
R7GD Quadruple Extra Large,r7gd.4xlarge,r7gd,"25.521,598",134.0 fps,128 GiB,0 units,16 vCPUs,950 GB NVMe SSD,Up to 15 Gigabit,240,€1.1209 hourly,€0.7062 hourly,€0.3443 hourly,unavailable,unavailable
R7GD Eight Extra Large,r7gd.8xlarge,r7gd,"26.257,057",204.0 fps,256 GiB,0 units,32 vCPUs,1900 GB NVMe SSD,15 Gigabit,240,€2.2419 hourly,€1.4123 hourly,€0.7761 hourly,unavailable,unavailable
R7I 12xlarge Extra Large,r7i.12xlarge,r7i,"33.230,871",216.0 fps,384 GiB,0 units,48 vCPUs,EBS only,18.75 Gigabit,240,€3.2829 hourly,€2.1716 hourly,€1.3738 hourly,€5.1753 hourly,€4.064 hourly
R7I Quadruple Extra Large,r7i.4xlarge,r7i,"29.280,433",119.0 fps,128 GiB,0 units,16 vCPUs,EBS only,Up to 12.5 Gigabit,240,€1.0943 hourly,€0.7239 hourly,€0.503 hourly,€1.7251 hourly,€1.3547 hourly
R7I Eight Extra Large,r7i.8xlarge,r7i,"31.843,753",220.0 fps,256 GiB,0 units,32 vCPUs,EBS only,12.5 Gigabit,240,€2.1886 hourly,€1.4478 hourly,€0.8511 hourly,€3.4502 hourly,€2.7093 hourly
R7IZ 12xlarge Extra Large,r7iz.12xlarge,r7iz,N/A,N/A,384 GiB,0 units,48 vCPUs,EBS only,25 Gigabit,240,€4.6281 hourly,€2.9157 hourly,€1.8943 hourly,€6.5205 hourly,€4.8081 hourly
R7IZ Quadruple Extra Large,r7iz.4xlarge,r7iz,N/A,N/A,128 GiB,0 units,16 vCPUs,EBS only,Up to 12.5 Gigabit,240,€1.5427 hourly,€0.9719 hourly,€0.5117 hourly,€2.1735 hourly,€1.6027 hourly
R7IZ Eight Extra Large,r7iz.8xlarge,r7iz,N/A,N/A,256 GiB,0 units,32 vCPUs,EBS only,12.5 Gigabit,240,€3.0854 hourly,€1.9438 hourly,€1.0468 hourly,€4.347 hourly,€3.2054 hourly
R8G 12xlarge Extra Large,r8g.12xlarge,r8g,"30.539,014",292.0 fps,384 GiB,0 units,48 vCPUs,EBS only,22.5 Gigabit,240,€2.9233 hourly,€1.9338 hourly,€0.8145 hourly,unavailable,unavailable
R8G Quadruple Extra Large,r8g.4xlarge,r8g,"31.000,543",160.0 fps,128 GiB,0 units,16 vCPUs,EBS only,Up to 15 Gigabit,240,€0.9744 hourly,€0.6446 hourly,€0.3441 hourly,unavailable,unavailable
R8G Eight Extra Large,r8g.8xlarge,r8g,"29.821,815",255.0 fps,256 GiB,0 units,32 vCPUs,EBS only,15 Gigabit,240,€1.9489 hourly,€1.2892 hourly,€0.6075 hourly,unavailable,unavailable
R8GB Quadruple Extra Large,r8gb.4xlarge,r8gb,N/A,N/A,128 GiB,0 units,16 vCPUs,EBS only,33.33 Gigabit,240,unavailable,unavailable,unavailable,unavailable,unavailable
R8GD 12xlarge Extra Large,r8gd.12xlarge,r8gd,N/A,N/A,384 GiB,0 units,48 vCPUs,2850 GB (3×950 GB NVMe SSD),22.5 Gigabit,240,€3.6317 hourly,unavailable,€0.7486 hourly,unavailable,unavailable
R8GD Quadruple Extra Large,r8gd.4xlarge,r8gd,N/A,N/A,128 GiB,0 units,16 vCPUs,950 GB NVMe SSD,Up to 15 Gigabit,240,€1.2106 hourly,unavailable,€0.3481 hourly,unavailable,unavailable
R8GD Eight Extra Large,r8gd.8xlarge,r8gd,N/A,N/A,256 GiB,0 units,32 vCPUs,1900 GB NVMe SSD,15 Gigabit,240,€2.4212 hourly,unavailable,€0.82 hourly,unavailable,unavailable
R8GN Quadruple Extra Large,r8gn.4xlarge,r8gn,N/A,N/A,128 GiB,0 units,16 vCPUs,EBS only,50 Gigabit,240,unavailable,unavailable,unavailable,unavailable,unavailable
U-3TB1 56xlarge,u-3tb1.56xlarge,u-3tb1,"24.642,681",137.0 fps,3072 GiB,0 units,224 vCPUs,EBS only,50 Gigabit,240,€28.2259 hourly,€17.3941 hourly,unavailable,€37.0571 hourly,€17.3941 hourly
VT1 6xlarge,vt1.6xlarge,vt1,"23.180,343",107.0 fps,48 GiB,0 units,24 vCPUs,EBS only,6.25 Gigabit,240,unavailable,unavailable,unavailable,unavailable,unavailable
X1 Extra High-Memory 16xlarge Extra Large,x1.16xlarge,x1,"28.891,296",198.0 fps,976 GiB,174.5 units,64 vCPUs,1920 GB SSD,10 Gigabit,240,€8.0024 hourly,€4.9315 hourly,€1.0163 hourly,€10.5255 hourly,€7.4547 hourly
X1 Extra High-Memory 32xlarge,x1.32xlarge,x1,"28.745,958",216.0 fps,1952 GiB,349 units,128 vCPUs,3840 GB (2×1920 GB SSD),25 Gigabit,240,€16.0047 hourly,€9.863 hourly,€2.0217 hourly,€21.0511 hourly,€14.9094 hourly
X1E 16xlarge Extra Large,x1e.16xlarge,x1e,"28.820,52",199.0 fps,1952 GiB,179 units,64 vCPUs,1920 GB SSD,10 Gigabit,240,€16.003 hourly,€9.8613 hourly,€1.6003 hourly,€18.5262 hourly,€12.3845 hourly
X1E 32xlarge,x1e.32xlarge,x1e,"26.748,696",227.0 fps,3904 GiB,340 units,128 vCPUs,3840 GB (2×1920 GB SSD),25 Gigabit,240,€32.006 hourly,€19.7235 hourly,€11.3801 hourly,€37.0524 hourly,€24.7699 hourly
X2GD 12xlarge Extra Large,x2gd.12xlarge,x2gd,"19.368,584",171.0 fps,768 GiB,0 units,48 vCPUs,2850 GB (2×1425 GB NVMe SSD),20 Gigabit,240,unavailable,unavailable,unavailable,unavailable,unavailable
X2GD Quadruple Extra Large,x2gd.4xlarge,x2gd,"19.808,518",91.0 fps,256 GiB,0 units,16 vCPUs,950 GB NVMe SSD,Up to 10 Gigabit,240,unavailable,unavailable,unavailable,unavailable,unavailable
X2GD Eight Extra Large,x2gd.8xlarge,x2gd,"19.538,882",147.0 fps,512 GiB,0 units,32 vCPUs,1900 GB NVMe SSD,12 Gigabit,240,unavailable,unavailable,unavailable,unavailable,unavailable
X2IEDN Quadruple Extra Large,x2iedn.4xlarge,x2iedn,"26.362,618",107.0 fps,512 GiB,0 units,16 vCPUs,475 GB NVMe SSD,Up to 25 Gigabit,240,€4.0012 hourly,€2.4619 hourly,€0.7112 hourly,€4.632 hourly,€3.0927 hourly
X2IEDN Eight Extra Large,x2iedn.8xlarge,x2iedn,"27.480,077",185.0 fps,1024 GiB,0 units,32 vCPUs,950 GB NVMe SSD,25 Gigabit,240,€8.0024 hourly,€4.9239 hourly,€0.8575 hourly,€9.2639 hourly,€4.9239 hourly
X2IEZN Quadruple Extra Large,x2iezn.4xlarge,x2iezn,"29.788,502",102.0 fps,512 GiB,0 units,16 vCPUs,EBS only,Up to 25 Gigabit,240,unavailable,unavailable,unavailable,unavailable,unavailable
X2IEZN 6xlarge,x2iezn.6xlarge,x2iezn,"29.902,071",144.0 fps,768 GiB,0 units,24 vCPUs,EBS only,50 Gigabit,240,unavailable,unavailable,unavailable,unavailable,unavailable
X2IEZN Eight Extra Large,x2iezn.8xlarge,x2iezn,"30.576,364",167.0 fps,1024 GiB,0 units,32 vCPUs,EBS only,75 Gigabit,240,unavailable,unavailable,unavailable,unavailable,unavailable
X8G 12xlarge Extra Large,x8g.12xlarge,x8g,"31.267,099",289.0 fps,768 GiB,0 units,48 vCPUs,EBS only,22.5 Gigabit,240,€5.6175 hourly,€3.4564 hourly,€0.8397 hourly,unavailable,unavailable
X8G Quadruple Extra Large,x8g.4xlarge,x8g,"30.931,024",153.0 fps,256 GiB,0 units,16 vCPUs,EBS only,Up to 15 Gigabit,240,€1.8725 hourly,€1.1522 hourly,€0.532 hourly,unavailable,unavailable
X8G Eight Extra Large,x8g.8xlarge,x8g,"30.717,248",256.0 fps,512 GiB,0 units,32 vCPUs,EBS only,15 Gigabit,240,€3.745 hourly,€2.3043 hourly,€0.5784 hourly,unavailable,unavailable
Z1D 3xlarge,z1d.3xlarge,z1d,"27.382,256",75.0 fps,96 GiB,64 units,12 vCPUs,450 GB NVMe SSD,Up to 10 Gigabit,240,€1.157 hourly,€0.7294 hourly,€0.3821 hourly,€1.6301 hourly,€1.2025 hourly
Z1D 6xlarge,z1d.6xlarge,z1d,"26.111,365",139.0 fps,192 GiB,116 units,24 vCPUs,900 GB NVMe SSD,12 Gigabit,240,€2.3141 hourly,€1.4579 hourly,€0.73 hourly,€3.2603 hourly,€2.404 hourly
HPC7G 16xlarge Extra Large,hpc7g.16xlarge,hpc7g,"24.956,326",242.0 fps,128 GiB,0 units,64 vCPUs,EBS only,200 Gigabit,200,unavailable,unavailable,unavailable,unavailable,unavailable
HPC7G Quadruple Extra Large,hpc7g.4xlarge,hpc7g,"25.931,929",134.0 fps,128 GiB,0 units,16 vCPUs,EBS only,200 Gigabit,200,unavailable,unavailable,unavailable,unavailable,unavailable
HPC7G Eight Extra Large,hpc7g.8xlarge,hpc7g,"25.984,15",214.0 fps,128 GiB,0 units,32 vCPUs,EBS only,200 Gigabit,200,unavailable,unavailable,unavailable,unavailable,unavailable
I8GE 3xlarge,i8ge.3xlarge,i8ge,"30.066,146",125.0 fps,96 GiB,0 units,12 vCPUs,7500 GB NVMe SSD,Up to 25 Gigabit,180,€1.4579 hourly,unavailable,unavailable,unavailable,unavailable
C8A Double Extra Large,c8a.2xlarge,c8a,"47.139,49",136.0 fps,16 GiB,0 units,8 vCPUs,EBS only,Up to 15 Gigabit,160,unavailable,unavailable,unavailable,unavailable,unavailable
M8A Double Extra Large,m8a.2xlarge,m8a,"45.913,682",131.0 fps,32 GiB,0 units,8 vCPUs,EBS only,Up to 15 Gigabit,160,unavailable,unavailable,unavailable,unavailable,unavailable
R8A Double Extra Large,r8a.2xlarge,r8a,"48.858,488",134.0 fps,64 GiB,0 units,8 vCPUs,EBS only,Up to 15 Gigabit,160,unavailable,unavailable,unavailable,unavailable,unavailable
C8I-FLEX Double Extra Large,c8i-flex.2xlarge,c8i-flex,"32.474,562",74.0 fps,16 GiB,0 units,8 vCPUs,EBS only,Up to 15 Gigabit,120,unavailable,unavailable,unavailable,unavailable,unavailable
C8I-FLEX Extra Large,c8i-flex.xlarge,c8i-flex,"32.039,302",38.0 fps,8 GiB,0 units,4 vCPUs,EBS only,Up to 12.5 Gigabit,120,unavailable,unavailable,unavailable,unavailable,unavailable
C8I Double Extra Large,c8i.2xlarge,c8i,"32.393,91",76.0 fps,16 GiB,0 units,8 vCPUs,EBS only,Up to 15 Gigabit,120,unavailable,unavailable,unavailable,unavailable,unavailable
C8I Extra Large,c8i.xlarge,c8i,"33.277,87",40.0 fps,8 GiB,0 units,4 vCPUs,EBS only,Up to 12.5 Gigabit,120,unavailable,unavailable,unavailable,unavailable,unavailable
M2 High Memory Double Extra Large,m2.2xlarge,m2,"21.810,251",20.0 fps,34.2 GiB,13 units,4 vCPUs,850 GB HDD,Moderate,120,unavailable,unavailable,unavailable,unavailable,unavailable
M3 General Purpose Double Extra Large,m3.2xlarge,m3,"21.747,01",41.0 fps,30 GiB,26 units,8 vCPUs,160 GB (2×80 GB SSD),High,120,€0.5417 hourly,€0.4105 hourly,€0.2087 hourly,€0.9736 hourly,€0.7894 hourly
M8I-FLEX Double Extra Large,m8i-flex.2xlarge,m8i-flex,"32.303,22",69.0 fps,32 GiB,0 units,8 vCPUs,EBS only,Up to 15 Gigabit,120,unavailable,unavailable,unavailable,unavailable,unavailable
M8I-FLEX Extra Large,m8i-flex.xlarge,m8i-flex,"33.309,277",39.0 fps,16 GiB,0 units,4 vCPUs,EBS only,Up to 12.5 Gigabit,120,unavailable,unavailable,unavailable,unavailable,unavailable
M8I Double Extra Large,m8i.2xlarge,m8i,"33.808,531",74.0 fps,32 GiB,0 units,8 vCPUs,EBS only,Up to 15 Gigabit,120,unavailable,unavailable,unavailable,unavailable,unavailable
M8I Extra Large,m8i.xlarge,m8i,"32.111,319",40.0 fps,16 GiB,0 units,4 vCPUs,EBS only,Up to 12.5 Gigabit,120,unavailable,unavailable,unavailable,unavailable,unavailable
P5 Quadruple Extra Large,p5.4xlarge,p5,N/A,N/A,256 GiB,0 units,16 vCPUs,3800 GB NVMe SSD,100 Gigabit,120,unavailable,unavailable,unavailable,unavailable,unavailable
R8I-FLEX Double Extra Large,r8i-flex.2xlarge,r8i-flex,"32.066,699",74.0 fps,64 GiB,0 units,8 vCPUs,EBS only,Up to 15 Gigabit,120,€0.5458 hourly,unavailable,€0.1855 hourly,€0.8454 hourly,unavailable
R8I-FLEX Extra Large,r8i-flex.xlarge,r8i-flex,"30.677,199",40.0 fps,32 GiB,0 units,4 vCPUs,EBS only,Up to 12.5 Gigabit,120,€0.2729 hourly,unavailable,€0.1802 hourly,€0.4227 hourly,unavailable
R8I Double Extra Large,r8i.2xlarge,r8i,"32.967,033",77.0 fps,64 GiB,0 units,8 vCPUs,EBS only,Up to 15 Gigabit,120,€0.5745 hourly,unavailable,€0.2583 hourly,€0.8899 hourly,unavailable
R8I Extra Large,r8i.xlarge,r8i,"33.264,955",39.0 fps,32 GiB,0 units,4 vCPUs,EBS only,Up to 12.5 Gigabit,120,€0.2873 hourly,unavailable,€0.1124 hourly,€0.445 hourly,unavailable
D3EN 12xlarge Extra Large,d3en.12xlarge,d3en,"23.887,252",156.0 fps,192 GiB,0 units,48 vCPUs,335520 GB (24×13980 GB NVMe HDD),75 Gigabit,90,€7.1241 hourly,€4.4882 hourly,€0.9571 hourly,€9.0165 hourly,€6.3806 hourly
C8A Extra Large,c8a.xlarge,c8a,"49.888,884",72.0 fps,8 GiB,0 units,4 vCPUs,EBS only,Up to 12.5 Gigabit,80,unavailable,unavailable,unavailable,unavailable,unavailable
D3EN Eight Extra Large,d3en.8xlarge,d3en,"22.803,284",150.0 fps,128 GiB,0 units,32 vCPUs,223680 GB (16×13980 GB NVMe HDD),50 Gigabit,80,€4.7494 hourly,€2.9921 hourly,€1.1983 hourly,€6.011 hourly,€4.2537 hourly
M8A Extra Large,m8a.xlarge,m8a,"47.030,655",72.0 fps,16 GiB,0 units,4 vCPUs,EBS only,Up to 12.5 Gigabit,80,unavailable,unavailable,unavailable,unavailable,unavailable
R8A Extra Large,r8a.xlarge,r8a,"48.235,036",72.0 fps,32 GiB,0 units,4 vCPUs,EBS only,Up to 12.5 Gigabit,80,unavailable,unavailable,unavailable,unavailable,unavailable
A1 Double Extra Large,a1.2xlarge,a1,"11.892,02",22.0 fps,16 GiB,0 units,8 vCPUs,EBS only,Up to 10 Gigabit,60,€0.1995 hourly,€0.1257 hourly,€0.1995 hourly,unavailable,unavailable
A1 Extra Large,a1.xlarge,a1,"11.876,485",12.0 fps,8 GiB,0 units,4 vCPUs,EBS only,Up to 10 Gigabit,60,€0.0998 hourly,€0.0628 hourly,€0.0998 hourly,unavailable,unavailable
C1 High-CPU Extra Large,c1.xlarge,c1,"16.360,364",32.0 fps,7 GiB,20 units,8 vCPUs,1680 GB (4×420 GB HDD),High,60,unavailable,unavailable,unavailable,unavailable,unavailable
C3 High-CPU Double Extra Large,c3.2xlarge,c3,"22.284,95",42.0 fps,15 GiB,28 units,8 vCPUs,160 GB (2×80 GB SSD),High,60,€0.4422 hourly,€0.3291 hourly,€0.2029 hourly,€0.7268 hourly,€0.6497 hourly
C3 High-CPU Extra Large,c3.xlarge,c3,"22.304,833",21.0 fps,7.5 GiB,14 units,4 vCPUs,80 GB (2×40 GB SSD),Moderate,60,€0.2211 hourly,€0.1646 hourly,€0.093 hourly,€0.3634 hourly,€0.3248 hourly
C4 High-CPU Double Extra Large,c4.2xlarge,c4,"25.382,858",46.0 fps,15 GiB,31 units,8 vCPUs,EBS only,High,60,€0.3891 hourly,€0.27 hourly,€0.1357 hourly,€0.7045 hourly,€0.5854 hourly
C4 High-CPU Extra Large,c4.xlarge,c4,"25.165,674",23.0 fps,7.5 GiB,16 units,4 vCPUs,EBS only,High,60,€0.1946 hourly,€0.1354 hourly,€0.0644 hourly,€0.3523 hourly,€0.2931 hourly
C5 High-CPU Double Extra Large,c5.2xlarge,c5,"22.811,953",47.0 fps,16 GiB,39 units,8 vCPUs,EBS only,Up to 10 Gigabit,60,€0.3325 hourly,€0.2091 hourly,€0.0978 hourly,€0.6479 hourly,€0.5245 hourly
C5 High-CPU Extra Large,c5.xlarge,c5,"24.493,295",25.0 fps,8 GiB,20 units,4 vCPUs,EBS only,Up to 10 Gigabit,60,€0.1663 hourly,€0.1046 hourly,€0.0533 hourly,€0.324 hourly,€0.2623 hourly
C5A Double Extra Large,c5a.2xlarge,c5a,"23.103,581",54.0 fps,16 GiB,0 units,8 vCPUs,EBS only,Up to 10 Gigabit,60,€0.2983 hourly,€0.1877 hourly,€0.1058 hourly,€0.6137 hourly,€0.5031 hourly
C5A Extra Large,c5a.xlarge,c5a,"22.031,284",28.0 fps,8 GiB,0 units,4 vCPUs,EBS only,Up to 10 Gigabit,60,€0.1491 hourly,€0.0943 hourly,€0.0539 hourly,€0.3068 hourly,€0.252 hourly
C5AD Double Extra Large,c5ad.2xlarge,c5ad,N/A,N/A,16 GiB,0 units,8 vCPUs,300 GB NVMe SSD,Up to 10 Gigabit,60,€0.3428 hourly,€0.216 hourly,€0.1532 hourly,€0.6582 hourly,€0.5314 hourly
C5AD Extra Large,c5ad.xlarge,c5ad,N/A,N/A,8 GiB,0 units,4 vCPUs,150 GB NVMe SSD,Up to 10 Gigabit,60,€0.1714 hourly,€0.108 hourly,€0.0645 hourly,€0.3291 hourly,€0.2657 hourly
C5 High-CPU Double Extra Large,c5d.2xlarge,c5d,"23.200,51",45.0 fps,16 GiB,39 units,8 vCPUs,200 GB NVMe SSD,Up to 10 Gigabit,60,€0.3805 hourly,€0.24 hourly,€0.1478 hourly,€0.6959 hourly,€0.5554 hourly
C5 High-CPU Extra Large,c5d.xlarge,c5d,"22.220,576",26.0 fps,8 GiB,20 units,4 vCPUs,100 GB NVMe SSD,Up to 10 Gigabit,60,€0.1903 hourly,€0.12 hourly,€0.0709 hourly,€0.348 hourly,€0.2777 hourly
C5N Double Extra Large,c5n.2xlarge,c5n,"25.070,511",48.0 fps,21 GiB,39 units,8 vCPUs,EBS only,Up to 25 Gigabit,60,€0.4217 hourly,€0.2657 hourly,€0.2004 hourly,€0.7371 hourly,€0.5811 hourly
C5N Extra Large,c5n.xlarge,c5n,"23.954,008",24.0 fps,10.5 GiB,20 units,4 vCPUs,EBS only,Up to 25 Gigabit,60,€0.2108 hourly,€0.1328 hourly,€0.0838 hourly,€0.3685 hourly,€0.2905 hourly
C6A Double Extra Large,c6a.2xlarge,c6a,"29.982,76",66.0 fps,16 GiB,0 units,8 vCPUs,EBS only,Up to 12.5 Gigabit,60,€0.2993 hourly,€0.1973 hourly,€0.1475 hourly,€0.6147 hourly,€0.5127 hourly
C6A Extra Large,c6a.xlarge,c6a,"30.441,4",34.0 fps,8 GiB,0 units,4 vCPUs,EBS only,Up to 12.5 Gigabit,60,€0.1496 hourly,€0.0986 hourly,€0.0663 hourly,€0.3073 hourly,€0.0986 hourly
C6G Double Extra Large,c6g.2xlarge,c6g,"19.917,674",50.0 fps,16 GiB,0 units,8 vCPUs,EBS only,Up to 10 Gigabit,60,€0.266 hourly,€0.1676 hourly,€0.0968 hourly,unavailable,unavailable
C6G Extra Large,c6g.xlarge,c6g,"20.431,792",26.0 fps,8 GiB,0 units,4 vCPUs,EBS only,Up to 10 Gigabit,60,€0.133 hourly,€0.0838 hourly,€0.0585 hourly,unavailable,unavailable
C6GD Double Extra Large,c6gd.2xlarge,c6gd,"19.602,718",50.0 fps,16 GiB,0 units,8 vCPUs,474 GB NVMe SSD,Up to 10 Gigabit,60,€0.3051 hourly,€0.1908 hourly,€0.0459 hourly,unavailable,unavailable
C6GD Extra Large,c6gd.xlarge,c6gd,"19.456,515",26.0 fps,8 GiB,0 units,4 vCPUs,237 GB NVMe SSD,Up to 10 Gigabit,60,€0.1526 hourly,€0.0954 hourly,€0.0597 hourly,unavailable,unavailable
C6GN Double Extra Large,c6gn.2xlarge,c6gn,"19.973,369",51.0 fps,16 GiB,0 units,8 vCPUs,EBS only,Up to 25 Gigabit,60,€0.338 hourly,€0.2126 hourly,€0.1242 hourly,unavailable,unavailable
C6GN Extra Large,c6gn.xlarge,c6gn,"19.275,251",26.0 fps,8 GiB,0 units,4 vCPUs,EBS only,Up to 25 Gigabit,60,€0.169 hourly,€0.1063 hourly,€0.0612 hourly,unavailable,unavailable
C6I Double Extra Large,c6i.2xlarge,c6i,"26.388,706",56.0 fps,16 GiB,0 units,8 vCPUs,EBS only,Up to 12.5 Gigabit,60,€0.3325 hourly,€0.2192 hourly,€0.1338 hourly,€0.6479 hourly,€0.2192 hourly
C6I Extra Large,c6i.xlarge,c6i,"24.760,136",28.0 fps,8 GiB,0 units,4 vCPUs,EBS only,Up to 12.5 Gigabit,60,€0.1663 hourly,€0.1096 hourly,€0.0681 hourly,€0.324 hourly,€0.2673 hourly
C6ID Double Extra Large,c6id.2xlarge,c6id,N/A,N/A,16 GiB,0 units,8 vCPUs,474 GB NVMe SSD,Up to 12.5 Gigabit,60,€0.3996 hourly,€0.2517 hourly,€0.1467 hourly,€0.715 hourly,€0.2517 hourly
C6ID Extra Large,c6id.xlarge,c6id,N/A,N/A,8 GiB,0 units,4 vCPUs,237 GB NVMe SSD,Up to 12.5 Gigabit,60,€0.1998 hourly,€0.1259 hourly,€0.07 hourly,€0.3575 hourly,€0.2836 hourly
C6IN Double Extra Large,c6in.2xlarge,c6in,"26.038,276",56.0 fps,16 GiB,0 units,8 vCPUs,EBS only,Up to 40 Gigabit,60,€0.4428 hourly,€0.2789 hourly,€0.1864 hourly,€0.7582 hourly,€0.5943 hourly
C6IN Extra Large,c6in.xlarge,c6in,"25.448,53",28.0 fps,8 GiB,0 units,4 vCPUs,EBS only,Up to 30 Gigabit,60,€0.2214 hourly,€0.1395 hourly,€0.0781 hourly,€0.3791 hourly,€0.1395 hourly
C7A Double Extra Large,c7a.2xlarge,c7a,"32.589,213",104.0 fps,16 GiB,0 units,8 vCPUs,EBS only,Up to 12.5 Gigabit,60,€0.4015 hourly,€0.2647 hourly,€0.1597 hourly,€0.7169 hourly,€0.5801 hourly
C7A Extra Large,c7a.xlarge,c7a,"31.377,471",56.0 fps,8 GiB,0 units,4 vCPUs,EBS only,Up to 12.5 Gigabit,60,€0.2008 hourly,€0.1324 hourly,€0.0925 hourly,€0.3585 hourly,€0.2901 hourly
C7G Double Extra Large,c7g.2xlarge,c7g,"25.541,153",73.0 fps,16 GiB,0 units,8 vCPUs,EBS only,Up to 15 Gigabit,60,€0.2827 hourly,€0.1863 hourly,€0.1314 hourly,unavailable,unavailable
C7G Extra Large,c7g.xlarge,c7g,"24.820,055",38.0 fps,8 GiB,0 units,4 vCPUs,EBS only,Up to 12.5 Gigabit,60,€0.1413 hourly,€0.0932 hourly,€0.0668 hourly,unavailable,unavailable
C7GD Double Extra Large,c7gd.2xlarge,c7gd,"25.302,043",71.0 fps,16 GiB,0 units,8 vCPUs,474 GB NVMe SSD,Up to 15 Gigabit,60,€0.3596 hourly,€0.2265 hourly,€0.125 hourly,unavailable,unavailable
C7GD Extra Large,c7gd.xlarge,c7gd,"25.150,905",38.0 fps,8 GiB,0 units,4 vCPUs,237 GB NVMe SSD,Up to 12.5 Gigabit,60,€0.1798 hourly,€0.1133 hourly,€0.0845 hourly,unavailable,unavailable
C7GN Double Extra Large,c7gn.2xlarge,c7gn,N/A,N/A,16 GiB,0 units,8 vCPUs,EBS only,Up to 50 Gigabit,60,unavailable,unavailable,unavailable,unavailable,unavailable
C7GN Extra Large,c7gn.xlarge,c7gn,N/A,N/A,8 GiB,0 units,4 vCPUs,EBS only,Up to 40 Gigabit,60,unavailable,unavailable,unavailable,unavailable,unavailable
C7I-FLEX Double Extra Large,c7i-flex.2xlarge,c7i-flex,"26.590,441",67.0 fps,16 GiB,0 units,8 vCPUs,EBS only,Up to 12.5 Gigabit,60,€0.3317 hourly,€0.2187 hourly,€0.1724 hourly,€0.6313 hourly,€0.5183 hourly
C7I-FLEX Extra Large,c7i-flex.xlarge,c7i-flex,"32.805,708",36.0 fps,8 GiB,0 units,4 vCPUs,EBS only,Up to 12.5 Gigabit,60,€0.1659 hourly,€0.1093 hourly,€0.0953 hourly,€0.3157 hourly,€0.2592 hourly
